timestamp,ax,ay,az
1629370423008,-0.07110595703125,-0.15679931640625,0.97100830078125
1629370423008,-0.07147216796875,-0.1619873046875,0.974365234375
1629370423009,-0.07501220703125,-0.149169921875,0.97216796875
1629370423041,-0.06414794921875,-0.15087890625,1.00653076171875
1629370423046,-0.065185546875,-0.15789794921875,0.97906494140625
1629370423046,-0.06591796875,-0.15478515625,0.9951171875
1629370423199,-0.0692138671875,-0.13446044921875,1.001708984375
1629370423199,-0.06683349609375,-0.13958740234375,1.00640869140625
1629370423204,-0.0650634765625,-0.12493896484375,0.99200439453125
1629370423220,-0.067138671875,-0.12310791015625,0.98199462890625
1629370423220,-0.0716552734375,-0.1201171875,0.98895263671875
1629370423226,-0.06317138671875,-0.118408203125,0.98284912109375
1629370423229,-0.0723876953125,-0.11553955078125,0.9779052734375
1629370423230,-0.07476806640625,-0.12335205078125,0.9830322265625
1629370423235,-0.07086181640625,-0.1075439453125,0.974365234375
1629370423275,-0.0550537109375,-0.1181640625,0.98223876953125
1629370423276,-0.05987548828125,-0.1126708984375,0.96588134765625
1629370423277,-0.06805419921875,-0.1083984375,0.96624755859375
1629370423400,-0.0533447265625,-0.0994873046875,0.99139404296875
1629370423400,-0.054443359375,-0.11016845703125,0.9915771484375
1629370423400,-0.0531005859375,-0.12213134765625,0.98980712890625
1629370423402,-0.05841064453125,-0.120361328125,1.001708984375
1629370423411,-0.057373046875,-0.12255859375,0.9901123046875
1629370423412,-0.05914306640625,-0.12530517578125,0.9981689453125
1629370423448,-0.0516357421875,-0.06243896484375,0.99786376953125
1629370423450,-0.05499267578125,-0.06365966796875,0.99542236328125
1629370423450,-0.05108642578125,-0.07989501953125,0.98828125
1629370423497,-0.04632568359375,-0.072021484375,0.99786376953125
1629370423498,-0.0408935546875,-0.0780029296875,1.011474609375
1629370423500,-0.04412841796875,-0.07989501953125,1.0152587890625
1629370423720,-0.0472412109375,-0.08135986328125,1.01434326171875
1629370423720,-0.0443115234375,-0.0814208984375,1.0140380859375
1629370423724,-0.050048828125,-0.0745849609375,0.999267578125
1629370423769,-0.0577392578125,-0.08453369140625,0.99249267578125
1629370423772,-0.06170654296875,-0.09710693359375,0.9879150390625
1629370423773,-0.06756591796875,-0.10504150390625,0.98785400390625
1629370423793,-0.07733154296875,-0.11114501953125,0.993408203125
1629370423794,-0.078857421875,-0.11309814453125,0.99395751953125
1629370423795,-0.08441162109375,-0.11639404296875,0.98907470703125
1629370423827,-0.08203125,-0.11651611328125,0.975341796875
1629370423828,-0.07818603515625,-0.11773681640625,0.9676513671875
1629370423828,-0.07745361328125,-0.11907958984375,0.9725341796875
1629370423882,-0.07733154296875,-0.113525390625,0.977294921875
1629370423883,-0.07269287109375,-0.11114501953125,0.98773193359375
1629370423883,-0.07501220703125,-0.11102294921875,0.98406982421875
1629370423902,-0.070556640625,-0.1141357421875,0.984375
1629370423903,-0.06842041015625,-0.11419677734375,0.9857177734375
1629370423904,-0.06903076171875,-0.11468505859375,0.9849853515625
1629370423948,-0.066162109375,-0.1185302734375,0.982177734375
1629370423949,-0.06231689453125,-0.1207275390625,0.9871826171875
1629370423949,-0.06219482421875,-0.12066650390625,0.99285888671875
1629370423976,-0.0574951171875,-0.12164306640625,1.001220703125
1629370423977,-0.0601806640625,-0.1212158203125,0.99847412109375
1629370423978,-0.05975341796875,-0.11871337890625,0.997314453125
1629370424084,-0.064208984375,-0.10443115234375,0.990966796875
1629370424084,-0.06396484375,-0.11090087890625,0.99029541015625
1629370424085,-0.05889892578125,-0.11566162109375,0.99603271484375
1629370424123,-0.06573486328125,-0.0849609375,0.9849853515625
1629370424125,-0.06683349609375,-0.09521484375,0.98602294921875
1629370424126,-0.07025146484375,-0.1009521484375,0.98907470703125
1629370424170,-0.05206298828125,-0.091552734375,0.98583984375
1629370424170,-0.05340576171875,-0.0850830078125,0.98529052734375
1629370424170,-0.0611572265625,-0.0831298828125,0.9864501953125
1629370424248,-0.0517578125,-0.09503173828125,0.99578857421875
1629370424248,-0.054443359375,-0.09564208984375,0.9940185546875
1629370424249,-0.054931640625,-0.089111328125,0.9967041015625
1629370424264,-0.05218505859375,-0.07781982421875,0.98193359375
1629370424264,-0.05718994140625,-0.087158203125,0.99176025390625
1629370424264,-0.05029296875,-0.0772705078125,0.97637939453125
1629370424341,-0.046875,-0.0853271484375,0.98040771484375
1629370424341,-0.0474853515625,-0.11578369140625,1.00213623046875
1629370424341,-0.0462646484375,-0.10284423828125,0.9871826171875
1629370424373,-0.04888916015625,-0.1171875,1.01007080078125
1629370424374,-0.05010986328125,-0.10888671875,1.004638671875
1629370424374,-0.04681396484375,-0.11785888671875,1.00860595703125
1629370424468,-0.05145263671875,-0.07232666015625,0.98822021484375
1629370424470,-0.046875,-0.09613037109375,0.99554443359375
1629370424470,-0.04815673828125,-0.08319091796875,0.987548828125
1629370424515,-0.05328369140625,-0.06494140625,0.9927978515625
1629370424515,-0.05224609375,-0.064208984375,1.00177001953125
1629370424518,-0.0565185546875,-0.06634521484375,1.010498046875
1629370424546,-0.05914306640625,-0.0732421875,1.00164794921875
1629370424546,-0.0562744140625,-0.0755615234375,0.996337890625
1629370424547,-0.05926513671875,-0.064697265625,1.009765625
1629370424662,-0.05560302734375,-0.0843505859375,0.988037109375
