timestamp,green,ir,red
1630588169004,109067,339855,404741
1630588169014,109029,339876,404689
1630588169024,109011,339854,404695
1630588169034,108982,339862,404643
1630588169044,108954,339827,404560
1630588169054,108954,339811,404612
1630588169064,108927,339791,404579
1630588169074,108928,339815,404600
1630588169084,108918,339776,404600
1630588169094,108874,339747,404624
1630588169104,108881,339737,404650
1630588169114,108884,339763,404651
1630588169124,108863,339704,404670
1630588169134,108873,339695,404608
1630588169144,108829,339708,404581
1630588169154,108834,339665,404551
1630588169164,108822,339663,404525
1630588169174,108815,339619,404562
1630588169184,108801,339597,404546
1630588169194,108816,339581,404567
1630588169204,108814,339587,404665
1630588169214,108819,339586,404575
1630588169224,108816,339621,404584
1630588169234,108808,339591,404587
1630588169244,108841,339580,404610
1630588169254,108852,339565,404619
1630588169264,108845,339551,404595
1630588169274,108863,339577,404626
1630588169284,108853,339545,404625
1630588169294,108874,339606,404578
1630588169304,108893,339625,404683
1630588169314,108934,339804,404741
1630588169324,108956,340000,404894
1630588169334,108972,340163,404994
1630588169344,108965,340257,405004
1630588169354,108990,340214,404977
1630588169364,108995,340168,405009
1630588169374,108973,340150,404985
1630588169384,108994,340127,404990
1630588169394,109001,340138,404855
1630588169404,109003,340189,404814
1630588169414,109007,340163,404723
1630588169424,109013,340098,404693
1630588169434,108995,340028,404720
1630588169444,109026,339947,404592
1630588169454,108977,339908,404513
1630588169464,108970,339926,404463
1630588169474,108929,339912,404336
1630588169484,108927,339948,404237
1630588169494,108867,339980,404117
1630588169504,108840,340015,404045
1630588169514,108819,340002,404004
1630588169524,108783,339969,403896
1630588169534,108764,339913,403784
1630588169544,108721,339911,403744
1630588169554,108705,339883,403716
1630588169564,108657,339886,403612
1630588169574,108626,339837,403565
1630588169584,108619,339755,403495
1630588169594,108563,339752,403369
1630588169604,108532,339711,403263
1630588169614,108513,339681,403220
1630588169624,108456,339694,403082
1630588169634,108450,339635,403066
1630588169644,108435,339646,402937
1630588169654,108405,339690,402835
1630588169664,108378,339674,402731
1630588169674,108348,339659,402637
1630588169684,108308,339719,402522
1630588169694,108285,339658,402469
1630588169704,108284,339615,402428
1630588169714,108273,339597,402438
1630588169724,108264,339586,402446
1630588169734,108259,339593,402321
1630588169744,108225,339572,402279
1630588169754,108160,339541,402197
1630588169764,108111,339478,402096
1630588169774,108048,339524,402071
1630588169784,108044,339476,401995
1630588169794,108018,339420,401999
1630588169804,107992,339530,401985
1630588169814,107960,339471,401963
1630588169824,107921,339440,401962
1630588169834,107909,339449,401987
1630588169844,107888,339418,402005
1630588169854,107882,339454,402010
1630588169864,107853,339433,401993
1630588169874,107876,339458,401943
