timestamp,green,ir,red
1630497978004,90188,334781,430732
1630497978014,90211,334819,430736
1630497978024,90230,334822,430720
1630497978034,90254,334858,430679
1630497978044,90258,334817,430704
1630497978054,90266,334832,430737
1630497978064,90287,334818,430743
1630497978074,90282,334888,430729
1630497978084,90287,334855,430699
1630497978094,90295,334830,430658
1630497978104,90295,334865,430660
1630497978114,90270,334801,430663
1630497978124,90256,334727,430707
1630497978134,90259,334719,430646
1630497978144,90223,334707,430592
1630497978154,90197,334664,430627
1630497978164,90175,334660,430589
1630497978174,90136,334645,430611
1630497978184,90098,334585,430594
1630497978194,90085,334567,430571
1630497978204,90067,334620,430590
1630497978214,90054,334572,430546
1630497978224,90016,334561,430558
1630497978234,90018,334576,430607
1630497978244,89995,334574,430583
1630497978254,89974,334531,430567
1630497978264,89950,334530,430565
1630497978274,89954,334553,430579
1630497978284,89968,334570,430578
1630497978294,89966,334620,430593
1630497978304,89988,334566,430596
1630497978314,89998,334601,430575
1630497978324,90000,334611,430580
1630497978334,89993,334673,430576
1630497978344,89994,334625,430644
1630497978354,90002,334606,430644
1630497978364,90003,334625,430612
1630497978374,90008,334603,430654
1630497978384,89993,334659,430629
1630497978394,90003,334606,430620
1630497978404,90003,334618,430617
1630497978414,90001,334659,430640
1630497978424,90007,334685,430617
1630497978434,90022,334686,430596
1630497978444,90018,334714,430668
1630497978454,90040,334656,430677
1630497978464,90024,334702,430691
1630497978474,90070,334687,430651
1630497978484,90085,334713,430685
1630497978494,90084,334753,430651
1630497978504,90120,334768,430682
1630497978514,90102,334823,430686
1630497978524,90115,334819,430688
1630497978534,90123,334862,430719
1630497978544,90156,334867,430757
1630497978554,90179,334846,430721
1630497978564,90201,334861,430725
1630497978574,90206,334842,430743
1630497978584,90218,334901,430723
1630497978594,90234,334913,430728
1630497978604,90256,334948,430757
1630497978614,90273,334927,430779
1630497978624,90296,334960,430780
1630497978634,90330,335000,430811
1630497978644,90360,334988,430840
1630497978654,90355,335004,430745
1630497978664,90369,335002,430798
1630497978674,90375,334966,430779
1630497978684,90378,334961,430747
1630497978694,90355,334924,430791
1630497978704,90315,334865,430751
1630497978714,90300,334869,430724
1630497978724,90279,334879,430689
1630497978734,90254,334826,430700
1630497978744,90235,334841,430671
1630497978754,90218,334821,430679
1630497978764,90201,334791,430661
1630497978774,90185,334779,430618
1630497978784,90168,334805,430645
1630497978794,90188,334804,430675
1630497978804,90159,334798,430628
1630497978814,90163,334779,430646
1630497978824,90152,334803,430658
1630497978834,90134,334820,430658
1630497978844,90154,334792,430683
1630497978854,90145,334836,430645
1630497978864,90136,334857,430677
1630497978874,90157,334826,430674
1630497978884,90149,334808,430644
1630497978894,90166,334807,430633
1630497978904,90165,334805,430609
1630497978914,90177,334862,430632
1630497978924,90176,334855,430610
1630497978934,90164,334829,430666
1630497978944,90175,334836,430633
1630497978954,90176,334865,430637
1630497978964,90201,334856,430636
1630497978974,90216,334895,430594
1630497978984,90204,334832,430613
1630497978994,90227,334892,430604
1630497979004,90225,334862,430575
1630497979014,90242,334850,430579
1630497979024,90230,334908,430589
1630497979034,90253,334907,430631
1630497979044,90273,334895,430622
1630497979054,90286,334890,430624
1630497979064,90311,334895,430621
1630497979074,90314,334927,430659
1630497979084,90340,334951,430587
1630497979094,90355,334992,430591
1630497979104,90372,334988,430604
1630497979114,90416,334979,430602
1630497979124,90445,335018,430654
1630497979134,90456,335054,430665
1630497979144,90462,335028,430603
1630497979154,90494,335055,430603
1630497979164,90512,335081,430578
1630497979174,90524,335073,430671
1630497979184,90525,335077,430610
1630497979194,90546,335114,430597
1630497979204,90547,335100,430615
1630497979214,90566,335083,430605
1630497979224,90572,335061,430599
1630497979234,90574,335054,430537
1630497979244,90551,335009,430517
1630497979254,90538,334987,430502
1630497979264,90527,334937,430493
1630497979274,90493,334920,430463
1630497979284,90497,334907,430462
1630497979294,90459,334845,430446
1630497979304,90453,334857,430443
1630497979314,90444,334815,430442
1630497979324,90412,334841,430412
1630497979334,90399,334869,430389
1630497979344,90389,334835,430360
1630497979354,90364,334770,430365
1630497979364,90364,334761,430327
1630497979374,90330,334771,430352
1630497979384,90321,334755,430280
1630497979394,90309,334790,430315
1630497979404,90307,334738,430328
1630497979414,90302,334804,430313
1630497979424,90316,334785,430326
1630497979434,90319,334770,430289
1630497979444,90323,334770,430329
1630497979454,90290,334796,430262
1630497979464,90316,334767,430257
1630497979474,90315,334817,430263
1630497979484,90317,334782,430296
1630497979494,90323,334780,430232
1630497979504,90316,334805,430212
1630497979514,90314,334767,430216
1630497979524,90317,334733,430210
1630497979534,90323,334772,430240
1630497979544,90314,334777,430220
1630497979554,90328,334824,430186
1630497979564,90337,334780,430209
1630497979574,90340,334807,430213
1630497979584,90352,334775,430230
1630497979594,90364,334810,430166
1630497979604,90384,334802,430223
1630497979614,90392,334810,430183
1630497979624,90409,334871,430196
1630497979634,90416,334882,430233
1630497979644,90441,334907,430213
1630497979654,90462,334885,430202
1630497979664,90475,334915,430224
1630497979674,90463,334950,430258
1630497979684,90506,334939,430226
1630497979694,90522,334962,430229
1630497979704,90550,334982,430245
1630497979714,90568,334937,430220
1630497979724,90596,334981,430240
1630497979734,90628,334996,430196
1630497979744,90655,335002,430171
1630497979754,90672,335005,430257
1630497979764,90683,335029,430222
1630497979774,90693,335005,430200
1630497979784,90689,335022,430168
1630497979794,90682,334925,430102
1630497979804,90671,334829,430169
1630497979814,90640,334845,430115
1630497979824,90616,334817,430112
1630497979834,90591,334788,430038
1630497979844,90565,334764,430091
1630497979854,90522,334728,429999
1630497979864,90490,334698,430048
1630497979874,90465,334717,430055
1630497979884,90414,334650,430077
1630497979894,90386,334684,430004
1630497979904,90349,334591,429950
1630497979914,90324,334572,429926
1630497979924,90312,334566,429887
1630497979934,90273,334544,429901
1630497979944,90264,334515,429862
1630497979954,90239,334508,429857
1630497979964,90232,334482,429839
1630497979974,90196,334490,429874
1630497979984,90210,334540,429835
1630497979994,90206,334497,429845
1630497980004,90199,334516,429849
1630497980014,90186,334463,429799
1630497980024,90188,334445,429814
1630497980034,90182,334451,429804
1630497980044,90160,334439,429797
1630497980054,90140,334428,429750
1630497980064,90106,334380,429707
1630497980074,90093,334445,429683
1630497980084,90069,334399,429652
1630497980094,90056,334387,429635
1630497980104,90025,334349,429629
1630497980114,90029,334362,429629
1630497980124,90029,334370,429594
1630497980134,90021,334364,429642
1630497980144,90013,334350,429626
1630497980154,90035,334352,429569
1630497980164,90034,334381,429570
1630497980174,90054,334314,429589
1630497980184,90067,334357,429596
1630497980194,90087,334359,429493
1630497980204,90098,334380,429550
1630497980214,90116,334390,429551
1630497980224,90153,334382,429537
1630497980234,90152,334478,429522
1630497980244,90159,334405,429559
1630497980254,90181,334403,429588
1630497980264,90185,334431,429616
1630497980274,90194,334434,429650
1630497980284,90239,334466,429643
1630497980294,90255,334482,429637
1630497980304,90282,334499,429655
1630497980314,90294,334564,429696
1630497980324,90297,334518,429642
1630497980334,90311,334524,429668
1630497980344,90292,334497,429648
1630497980354,90259,334406,429620
1630497980364,90243,334350,429620
1630497980374,90188,334308,429588
1630497980384,90147,334301,429531
