timestamp,ax,ay,az
1629797652547,-0.405833,-0.7890349999999999,0.420473
1629797652557,-0.404308,-0.787083,0.418155
1629797652566,-0.40333199999999997,-0.788181,0.415837
1629797652576,-0.402905,-0.786534,0.411933
1629797652585,-0.402478,-0.786351,0.40809
1629797652595,-0.40394199999999997,-0.7865949999999999,0.402966
1629797652605,-0.404674,-0.787693,0.399001
1629797652614,-0.40516199999999997,-0.7911699999999999,0.397598
1629797652624,-0.40760199999999996,-0.793183,0.399001
1629797652633,-0.409554,-0.793976,0.398391
1629797652643,-0.411018,-0.794403,0.397049
1629797652653,-0.413031,-0.794403,0.39772
1629797652662,-0.413153,-0.793366,0.402905
1629797652672,-0.413275,-0.791292,0.407053
1629797652681,-0.413336,-0.786107,0.410774
1629797652691,-0.412848,-0.778726,0.4148
1629797652701,-0.413397,-0.772016,0.420473
1629797652710,-0.413336,-0.76616,0.42456
1629797652720,-0.412787,-0.7625,0.42797599999999997
1629797652729,-0.41199399999999997,-0.758718,0.430294
1629797652739,-0.410957,-0.754265,0.430355
1629797652749,-0.410164,-0.7524959999999999,0.43102599999999996
1629797652758,-0.408578,-0.751093,0.434137
1629797652768,-0.40638199999999997,-0.750361,0.437431
1629797652777,-0.405345,-0.748348,0.437736
1629797652787,-0.40424699999999997,-0.746457,0.434991
1629797652797,-0.403393,-0.746335,0.432734
1629797652806,-0.401441,-0.748104,0.43072099999999997
1629797652816,-0.400404,-0.7534109999999999,0.42828099999999997
1629797652825,-0.398879,-0.76006,0.427488
1629797652835,-0.399001,-0.766953,0.422364
1629797652845,-0.397781,-0.771589,0.416691
1629797528071,-0.33000999999999997,-0.6329359999999999,0.665327
1629797528081,-0.329827,-0.63318,0.664412
1629797528091,-0.329583,-0.6317159999999999,0.6645949999999999
1629797528100,-0.330193,-0.632204,0.6661199999999999
1629797528110,-0.329766,-0.63379,0.665998
1629797528119,-0.329461,-0.63379,0.666242
1629797528129,-0.329827,-0.632997,0.667157
1629797528139,-0.328912,-0.632692,0.6682549999999999
1629797528148,-0.329339,-0.632692,0.670451
1629797528158,-0.329217,-0.632204,0.669414
1629797528167,-0.328973,-0.631472,0.667584
1629797528177,-0.328851,-0.630374,0.666303
1629797528187,-0.328973,-0.630435,0.665388
1629797528196,-0.327753,-0.632082,0.665449
1629797528206,-0.328302,-0.632875,0.664656
1629797528215,-0.328424,-0.634827,0.665632
1629797528225,-0.328302,-0.636047,0.666059
1629797528235,-0.328241,-0.637084,0.665693
1629797528244,-0.329217,-0.6369009999999999,0.665144
1629797528254,-0.328912,-0.63745,0.665266
1629797528263,-0.329461,-0.637694,0.6642899999999999
1629797528273,-0.32909499999999997,-0.637267,0.663497
1629797528283,-0.329522,-0.6375109999999999,0.663253
1629797528292,-0.329339,-0.63806,0.664046
1629797528302,-0.329644,-0.63806,0.664107
1629797528311,-0.329034,-0.6375109999999999,0.665083
1629797528321,-0.329583,-0.637938,0.665632
1629797528331,-0.329644,-0.637755,0.665632
1629797528340,-0.33000999999999997,-0.636169,0.6642899999999999
1629797528350,-0.329888,-0.635559,0.664656
1629797528359,-0.33031499999999997,-0.635315,0.663558
1629797528369,-0.33061999999999997,-0.635742,0.663192
1629797528379,-0.329949,-0.636108,0.663192
1629797528388,-0.330132,-0.6359859999999999,0.662704
