timestamp,green,ir,red
1630932113007,32762,259764,188047
1630932113017,32773,259713,188033
1630932113027,32757,259732,188003
1630932113037,32758,259686,187982
1630932113047,32765,259725,188021
1630932113057,32760,259694,187992
1630932113067,32756,259693,187968
1630932113077,32750,259681,187980
1630932113087,32749,259637,187955
1630932113097,32751,259642,187954
1630932113107,32749,259642,187966
1630932113117,32746,259617,187961
1630932113127,32741,259628,187947
1630932113137,32742,259623,187929
1630932113147,32743,259606,187922
1630932113157,32736,259596,187925
1630932113167,32733,259574,187918
1630932113177,32739,259611,187914
1630932113187,32730,259615,187887
1630932113197,32735,259608,187919
1630932113207,32739,259609,187936
1630932113217,32740,259656,187905
1630932113227,32748,259644,187897
1630932113237,32744,259580,187923
1630932113247,32751,259630,187885
1630932113257,32753,259632,187874
1630932113267,32765,259636,187875
1630932113277,32770,259637,187887
1630932113287,32776,259677,187894
1630932113297,32779,259706,187897
1630932113307,32776,259633,187903
1630932113317,32789,259643,187889
1630932113327,32785,259681,187863
1630932113337,32808,259673,187889
1630932113347,32806,259674,187858
1630932113357,32810,259686,187876
1630932113367,32825,259705,187897
1630932113377,32825,259690,187857
1630932113387,32827,259741,187879
1630932113397,32830,259751,187880
1630932113407,32843,259738,187885
1630932113417,32853,259764,187867
1630932113427,32853,259771,187878
1630932113437,32867,259791,187894
1630932113447,32874,259786,187895
1630932113457,32875,259811,187876
1630932113467,32885,259832,187875
1630932113477,32883,259804,187894
1630932113487,32893,259861,187876
1630932113497,32894,259839,187872
1630932113507,32921,259880,187895
1630932113517,32931,259892,187913
1630932113527,32932,259900,187889
1630932113537,32944,259904,187904
1630932113547,32943,259919,187915
1630932113557,32948,259975,187918
1630932113567,32958,259977,187919
1630932113577,32965,260013,187930
1630932113587,32976,260020,187903
1630932113597,32979,260019,187928
1630932113607,32986,260054,187941
1630932113617,33005,260074,187937
1630932113627,33010,260107,187949
1630932113637,33013,260096,187953
1630932113647,33022,260136,187963
1630932113657,33034,260120,187990
1630932113667,33040,260134,187977
1630932113677,33054,260167,187955
1630932113687,33067,260161,187994
1630932113697,33073,260220,187993
1630932113707,33079,260258,187988
1630932113717,33091,260280,188013
1630932113727,33096,260278,188012
1630932113737,33103,260317,188026
1630932113747,33122,260307,188016
1630932113757,33123,260355,188054
1630932113767,33135,260382,188061
1630932113777,33146,260376,188040
1630932113787,33144,260341,188050
1630932113797,33142,260308,188039
1630932113807,33133,260274,188032
1630932113817,33124,260264,188054
1630932113827,33118,260194,188074
1630932113837,33078,260167,188056
1630932113847,33056,260152,188083
1630932113857,33032,260122,188071
1630932113867,33006,260130,188073
1630932113877,32980,260091,188058
1630932113887,32955,260064,188101
1630932113897,32939,260081,188087
1630932113907,32928,260084,188103
1630932113917,32919,260053,188121
1630932113927,32904,260047,188110
1630932113937,32884,260065,188097
1630932113947,32880,260039,188099
1630932113957,32869,260027,188074
1630932113967,32850,260011,188080
1630932113977,32835,260017,188092
1630932113987,32823,259965,188096
1630932113997,32801,259957,188084
1630932114007,32803,259948,188078
1630932114017,32791,259938,188099
1630932114027,32778,259910,188089
1630932114037,32778,259911,188073
1630932114047,32777,259915,188084
1630932114057,32785,259908,188058
1630932114067,32779,259882,188062
1630932114077,32769,259901,188059
1630932114087,32775,259887,188042
1630932114097,32765,259869,188031
1630932114107,32771,259858,188047
1630932114117,32774,259813,188059
1630932114127,32758,259810,188054
1630932114137,32763,259844,188064
1630932114147,32768,259827,188058
1630932114157,32756,259804,188081
1630932114167,32757,259805,188067
1630932114177,32757,259817,188076
1630932114187,32767,259774,188083
1630932114197,32760,259806,188083
1630932114207,32767,259831,188123
1630932114217,32772,259837,188119
1630932114227,32777,259831,188170
1630932114237,32779,259821,188165
1630932114247,32787,259808,188179
1630932114257,32796,259858,188166
1630932114267,32799,259864,188186
1630932114277,32810,259864,188186
1630932114287,32805,259894,188215
1630932114297,32821,259906,188230
1630932114307,32826,259910,188269
1630932114317,32836,259913,188268
1630932114327,32844,259913,188294
1630932114337,32857,259897,188311
1630932114347,32869,259919,188334
1630932114357,32876,259931,188338
1630932114367,32886,259936,188360
1630932114377,32894,259944,188388
1630932114387,32902,260005,188415
1630932114397,32917,260018,188426
1630932114407,32927,260006,188425
1630932114417,32931,260012,188457
1630932114427,32944,260056,188464
1630932114437,32950,260033,188487
1630932114447,32962,260029,188510
1630932114457,32959,260055,188526
1630932114467,32984,260122,188555
1630932114477,32994,260116,188618
1630932114487,33013,260154,188634
1630932114497,33027,260190,188680
1630932114507,33030,260187,188688
1630932114517,33039,260222,188720
1630932114527,33052,260254,188747
1630932114537,33068,260242,188785
1630932114547,33073,260285,188795
1630932114557,33085,260268,188801
1630932114567,33093,260309,188833
1630932114577,33106,260348,188852
1630932114587,33118,260361,188866
1630932114597,33127,260369,188873
1630932114607,33136,260417,188885
1630932114617,33151,260381,188937
1630932114627,33161,260450,188917
1630932114637,33170,260456,188916
1630932114647,33183,260436,188911
1630932114657,33207,260462,188938
1630932114667,33210,260459,188926
1630932114677,33228,260455,188928
1630932114687,33236,260500,188925
1630932114697,33247,260478,188935
1630932114707,33255,260496,188935
1630932114717,33267,260551,188937
1630932114727,33281,260535,188944
1630932114737,33289,260547,188936
1630932114747,33312,260582,188965
1630932114757,33320,260602,188961
1630932114767,33336,260617,188988
1630932114777,33343,260666,189000
1630932114787,33358,260630,189010
1630932114797,33373,260627,189030
1630932114807,33363,260607,189055
1630932114817,33361,260593,189020
1630932114827,33330,260548,189036
1630932114837,33305,260514,189044
1630932114847,33276,260513,189068
1630932114857,33252,260469,189055
1630932114867,33222,260416,189097
1630932114877,33191,260415,189092
1630932114887,33165,260412,189111
1630932114897,33153,260352,189081
1630932114907,33138,260338,189113
1630932114917,33120,260311,189103
1630932114927,33115,260302,189122
1630932114937,33111,260329,189146
1630932114947,33098,260311,189169
1630932114957,33097,260292,189141
1630932114967,33078,260251,189171
1630932114977,33073,260248,189163
1630932114987,33072,260210,189158
1630932114997,33057,260190,189149
1630932115007,33039,260133,189134
1630932115017,33024,260122,189140
1630932115027,33008,260135,189142
1630932115037,32998,260138,189119
1630932115047,32996,260120,189121
1630932115057,32991,260121,189117
1630932115067,32982,260145,189093
1630932115077,32983,260122,189073
1630932115087,32976,260090,189082
1630932115097,32972,260063,189068
1630932115107,32957,260090,189072
1630932115117,32951,260050,189038
1630932115127,32955,260058,189046
1630932115137,32945,260013,189012
1630932115147,32945,259993,189008
1630932115157,32946,260020,188996
1630932115167,32943,259991,188970
1630932115177,32943,259957,188955
1630932115187,32936,259936,188943
1630932115197,32933,259965,188910
1630932115207,32928,259911,188931
1630932115217,32927,259906,188907
1630932115227,32925,259921,188851
1630932115237,32925,259892,188835
1630932115247,32916,259892,188855
1630932115257,32916,259932,188804
1630932115267,32918,259915,188799
1630932115277,32916,259913,188780
1630932115287,32913,259889,188765
1630932115297,32920,259944,188755
1630932115307,32912,259933,188748
1630932115317,32908,259933,188729
1630932115327,32912,259909,188734
1630932115337,32909,259941,188733
1630932115347,32919,259913,188709
1630932115357,32909,259921,188676
1630932115367,32914,259897,188637
1630932115377,32909,259953,188623
1630932115387,32912,259917,188615
1630932115397,32918,259941,188598
1630932115407,32929,259985,188589
1630932115417,32926,260008,188572
1630932115427,32928,260028,188573
1630932115437,32935,260026,188585
1630932115447,32939,260062,188566
1630932115457,32942,260074,188532
1630932115467,32930,260098,188549
1630932115477,32954,260085,188514
1630932115487,32959,260093,188501
1630932115497,32953,260123,188475
1630932115507,32958,260154,188469
1630932115517,32972,260154,188462
1630932115527,32986,260150,188485
1630932115537,32997,260174,188469
1630932115547,33003,260191,188475
1630932115557,33020,260194,188472
1630932115567,33032,260210,188476
1630932115577,33038,260229,188470
1630932115587,33049,260238,188481
1630932115597,33066,260240,188476
1630932115607,33074,260261,188479
1630932115617,33076,260287,188468
1630932115627,33095,260302,188492
1630932115637,33090,260280,188475
1630932115647,33104,260351,188484
1630932115657,33109,260354,188508
1630932115667,33114,260382,188481
1630932115677,33118,260438,188474
1630932115687,33121,260436,188474
1630932115697,33133,260472,188471
1630932115707,33138,260520,188467
1630932115717,33146,260564,188502
1630932115727,33153,260554,188496
1630932115737,33164,260542,188481
1630932115747,33162,260524,188487
1630932115757,33161,260484,188467
1630932115767,33157,260435,188460
1630932115777,33146,260447,188461
1630932115787,33129,260350,188467
1630932115797,33107,260356,188457
1630932115807,33074,260300,188447
1630932115817,33042,260251,188454
1630932115827,33022,260214,188473
1630932115837,32996,260180,188450
1630932115847,32973,260178,188469
1630932115857,32953,260154,188452
1630932115867,32941,260135,188445
1630932115877,32928,260171,188446
1630932115887,32909,260165,188447
1630932115897,32900,260155,188439
1630932115907,32896,260141,188439
1630932115917,32882,260150,188422
1630932115927,32868,260126,188425
1630932115937,32868,260115,188395
1630932115947,32851,260102,188389
1630932115957,32831,260101,188395
1630932115967,32823,260072,188364
1630932115977,32819,260086,188370
1630932115987,32808,260063,188356
1630932115997,32811,260088,188329
1630932116007,32809,260080,188313
1630932116017,32808,260046,188300
1630932116027,32812,260041,188293
1630932116037,32807,260014,188267
1630932116047,32801,260041,188279
1630932116057,32811,259981,188274
1630932116067,32802,259989,188245
1630932116077,32798,260018,188234
1630932116087,32811,259961,188231
1630932116097,32804,259984,188217
1630932116107,32791,260022,188202
1630932116117,32793,260009,188221
1630932116127,32806,260015,188235
1630932116137,32799,260037,188218
1630932116147,32792,260011,188200
1630932116157,32794,259996,188210
1630932116167,32798,260021,188205
1630932116177,32791,260018,188218
1630932116187,32796,260036,188209
1630932116197,32805,260029,188178
1630932116207,32795,260071,188193
1630932116217,32808,260085,188181
1630932116227,32806,260028,188180
1630932116237,32815,260058,188190
1630932116247,32819,260094,188182
1630932116257,32828,260061,188157
1630932116267,32832,260097,188169
1630932116277,32836,260133,188172
1630932116287,32846,260116,188169
1630932116297,32839,260131,188143
1630932116307,32846,260108,188134
1630932116317,32849,260155,188170
1630932116327,32863,260165,188157
1630932116337,32864,260147,188135
1630932116347,32877,260179,188173
1630932116357,32877,260194,188159
1630932116367,32889,260207,188160
1630932116377,32901,260203,188177
1630932116387,32905,260234,188184
1630932116397,32911,260230,188171
1630932116407,32924,260277,188179
1630932116417,32928,260269,188163
1630932116427,32940,260286,188171
1630932116437,32941,260291,188176
1630932116447,32950,260321,188170
1630932116457,32957,260359,188188
1630932116467,32967,260321,188200
1630932116477,32974,260379,188195
1630932116487,32980,260426,188192
1630932116497,32978,260393,188195
1630932116507,32994,260398,188209
1630932116517,33006,260425,188222
1630932116527,33010,260429,188215
1630932116537,33020,260424,188208
1630932116547,33031,260477,188198
1630932116557,33034,260466,188206
1630932116567,33039,260506,188221
1630932116577,33050,260459,188216
1630932116587,33053,260496,188190
1630932116597,33043,260412,188206
1630932116607,33023,260406,188178
1630932116617,33018,260368,188181
1630932116627,32987,260284,188200
1630932116637,32960,260227,188181
1630932116647,32924,260212,188146
1630932116657,32900,260158,188166
1630932116667,32877,260167,188165
1630932116677,32851,260149,188133
1630932116687,32823,260131,188152
1630932116697,32806,260109,188155
1630932116707,32789,260121,188151
1630932116717,32770,260099,188156
1630932116727,32761,260099,188147
1630932116737,32767,260122,188142
1630932116747,32753,260103,188148
1630932116757,32752,260088,188159
1630932116767,32728,260054,188123
1630932116777,32724,260030,188127
1630932116787,32717,260032,188128
1630932116797,32706,259998,188126
1630932116807,32704,260009,188127
1630932116817,32695,260044,188132
1630932116827,32696,260051,188121
1630932116837,32696,260027,188130
1630932116847,32703,260006,188109
1630932116857,32701,260043,188109
1630932116867,32708,260031,188108
1630932116877,32704,259983,188102
1630932116887,32697,259991,188089
1630932116897,32704,259988,188094
1630932116907,32710,260010,188071
1630932116917,32711,259989,188076
1630932116927,32706,259996,188068
1630932116937,32701,259984,188081
1630932116947,32702,259993,188103
1630932116957,32702,259940,188061
1630932116967,32703,259970,188044
1630932116977,32701,259987,188084
1630932116987,32701,259977,188076
1630932116997,32707,259976,188046
1630932117007,32704,259971,188063
1630932117017,32717,259996,188054
1630932117027,32719,260007,188054
1630932117037,32720,260013,188049
1630932117047,32718,259990,188056
1630932117057,32729,259980,188054
1630932117067,32727,260023,188056
1630932117077,32745,259999,188024
1630932117087,32739,260034,188024
1630932117097,32750,260005,188040
1630932117107,32753,259989,188033
1630932117117,32759,260007,188009
1630932117127,32761,260036,188036
1630932117137,32771,260044,188027
1630932117147,32774,260051,188035
1630932117157,32790,260006,188030
1630932117167,32796,260030,188023
1630932117177,32806,260048,188041
1630932117187,32810,260078,188041
1630932117197,32815,260089,188019
1630932117207,32824,260114,188001
1630932117217,32838,260100,188043
1630932117227,32834,260134,188037
1630932117237,32845,260157,188024
1630932117247,32856,260192,187998
1630932117257,32862,260193,188031
1630932117267,32868,260207,188035
1630932117277,32874,260185,188037
1630932117287,32880,260235,188040
1630932117297,32885,260244,188046
