timestamp,ax,ay,az
1629880896389,-0.32452,-0.778726,-0.531981
1629880896399,-0.325374,-0.7792749999999999,-0.530944
1629880896408,-0.325862,-0.7795799999999999,-0.530456
1629880896418,-0.325984,-0.7798849999999999,-0.531066
1629880896428,-0.324825,-0.779214,-0.532164
1629880896437,-0.325008,-0.779214,-0.533201
1629880896447,-0.324032,-0.7798849999999999,-0.532408
1629880896456,-0.323605,-0.779824,-0.532896
1629880896466,-0.324703,-0.779702,-0.532103
1629880896476,-0.323544,-0.778848,-0.532408
1629880896485,-0.324154,-0.781532,-0.532164
1629880896495,-0.324093,-0.783606,-0.533018
1629880896504,-0.3233,-0.785558,-0.532774
1629880896514,-0.322629,-0.783667,-0.530029
1629880896524,-0.324215,-0.780678,-0.526552
1629880896533,-0.324398,-0.7789699999999999,-0.524478
1629880896543,-0.324459,-0.779824,-0.524295
1629880896552,-0.325923,-0.782569,-0.526674
1629880896562,-0.325374,-0.783911,-0.528504
1629880896572,-0.325069,-0.786229,-0.530212
1629880896581,-0.324642,-0.787632,-0.532225
1629880896591,-0.325679,-0.786778,-0.533323
1629880896600,-0.326533,-0.787327,-0.533323
1629880896610,-0.326716,-0.786351,-0.530883
1629880896620,-0.327204,-0.785497,-0.52948
1629880896629,-0.326167,-0.784216,-0.52887
1629880896639,-0.325862,-0.783118,-0.527345
1629880896648,-0.325679,-0.782996,-0.52826
1629880896658,-0.325618,-0.782264,-0.529419
1629880896668,-0.324825,-0.781959,-0.53009
1629880896677,-0.325496,-0.780739,-0.530334
1629880896687,-0.325557,-0.777994,-0.531066
1629880721620,-0.326106,-0.683871,-0.678503
1629880721629,-0.329766,-0.683566,-0.675697
1629880721639,-0.331779,-0.679662,-0.67466
1629880721649,-0.336415,-0.672952,-0.673623
1629880721658,-0.34038,-0.667279,-0.674111
1629880721668,-0.341478,-0.664107,-0.675453
1629880721677,-0.343125,-0.659837,-0.674965
1629880721687,-0.34538199999999997,-0.659349,-0.676978
1629880721697,-0.34465,-0.659288,-0.678808
1629880721706,-0.345138,-0.659593,-0.680028
1629880721716,-0.34465,-0.658251,-0.681187
1629880721725,-0.345931,-0.6578849999999999,-0.680882
1629880721735,-0.34648,-0.656726,-0.6803939999999999
1629880721745,-0.349225,-0.655201,-0.679845
1629880721754,-0.349652,-0.656116,-0.679967
1629880721764,-0.350811,-0.655506,-0.678259
1629880721773,-0.350506,-0.65148,-0.672708
1629880721783,-0.351177,-0.64904,-0.671183
1629880721793,-0.349408,-0.651236,-0.670634
1629880721802,-0.347883,-0.6527,-0.674355
1629880721812,-0.346419,-0.654286,-0.679235
1629880721821,-0.345138,-0.657153,-0.683566
1629880721831,-0.343369,-0.656116,-0.6828339999999999
1629880721841,-0.342515,-0.651968,-0.678564
1629880721850,-0.343003,-0.649955,-0.675636
1629880721860,-0.339648,-0.649467,-0.676795
1629880721869,-0.338794,-0.649589,-0.681675
1629880721879,-0.337635,-0.649345,-0.6822239999999999
1629880721889,-0.338062,-0.652212,-0.683322
1629880721898,-0.336598,-0.655323,-0.6861889999999999
1629880721908,-0.336171,-0.6527,-0.6828339999999999
