timestamp,green,ir,red
1631632613009,45787,198654,195401
1631632613019,45783,198654,195385
1631632613029,45777,198649,195401
1631632613039,45796,198686,195402
1631632613049,45789,198695,195411
1631632613059,45784,198673,195412
1631632613069,45792,198672,195408
1631632613079,45789,198727,195400
1631632613089,45802,198692,195393
1631632613099,45799,198710,195385
1631632613109,45797,198707,195414
1631632613119,45810,198691,195405
1631632613129,45807,198680,195400
1631632613139,45812,198710,195410
1631632613149,45814,198726,195406
1631632613159,45820,198717,195402
1631632613169,45823,198712,195417
1631632613179,45832,198706,195408
1631632613189,45835,198709,195417
1631632613199,45841,198749,195398
1631632613209,45836,198750,195417
1631632613219,45842,198742,195389
1631632613229,45845,198749,195402
1631632613239,45849,198754,195415
1631632613249,45861,198775,195395
1631632613259,45858,198780,195391
1631632613269,45867,198764,195413
1631632613279,45867,198750,195406
1631632613289,45871,198767,195419
1631632613299,45867,198774,195399
1631632613309,45873,198780,195401
1631632613319,45881,198773,195389
1631632613329,45883,198805,195396
1631632613339,45895,198791,195403
1631632613349,45896,198786,195408
1631632613359,45902,198795,195403
1631632613369,45907,198810,195419
1631632613379,45910,198827,195437
1631632613389,45907,198750,195444
1631632613399,45905,198766,195452
1631632613409,45917,198797,195444
1631632613419,45896,198779,195466
1631632613429,45900,198759,195455
1631632613439,45896,198722,195442
1631632613449,45892,198728,195446
1631632613459,45871,198733,195442
1631632613469,45872,198725,195422
1631632613479,45864,198707,195437
1631632613489,45852,198710,195448
1631632613499,45856,198688,195413
1631632613509,45847,198694,195403
1631632613519,45842,198670,195427
1631632613529,45818,198665,195401
1631632613539,45818,198611,195403
1631632613549,45811,198621,195410
1631632613559,45802,198614,195397
1631632613569,45805,198605,195389
1631632613579,45794,198609,195360
1631632613589,45781,198606,195348
1631632613599,45777,198578,195344
1631632613609,45772,198606,195351
1631632613619,45757,198566,195354
1631632613629,45757,198552,195299
1631632613639,45737,198528,195295
1631632613649,45737,198534,195271
1631632613659,45734,198529,195272
1631632613669,45719,198490,195257
1631632613679,45712,198526,195241
1631632613689,45713,198536,195248
1631632613699,45704,198513,195224
1631632613709,45697,198479,195203
1631632613719,45687,198474,195208
1631632613729,45695,198492,195200
1631632613739,45678,198469,195186
1631632613749,45666,198489,195175
1631632613759,45678,198487,195162
1631632613769,45664,198452,195164
1631632613779,45669,198485,195178
1631632613789,45662,198457,195161
1631632613799,45642,198456,195139
1631632613809,45651,198444,195153
1631632613819,45643,198445,195142
1631632613829,45652,198425,195139
1631632613839,45644,198429,195122
1631632613849,45637,198471,195133
1631632613859,45642,198431,195131
1631632613869,45633,198453,195118
1631632613879,45631,198447,195126
1631632613889,45638,198429,195102
1631632613899,45631,198449,195120
1631632613909,45619,198456,195090
1631632613919,45631,198425,195113
1631632613929,45636,198452,195086
1631632613939,45620,198454,195084
1631632613949,45618,198431,195079
1631632613959,45612,198466,195079
1631632613969,45623,198474,195070
1631632613979,45625,198455,195047
1631632613989,45628,198479,195048
1631632613999,45623,198456,195069
1631632614009,45625,198480,195061
1631632614019,45616,198480,195044
1631632614029,45611,198478,195038
1631632614039,45626,198472,195035
1631632614049,45624,198494,195021
1631632614059,45621,198518,195010
1631632614069,45623,198468,195033
1631632614079,45610,198530,195002
1631632614089,45629,198532,195038
1631632614099,45624,198539,195004
1631632614109,45637,198533,195010
1631632614119,45645,198537,195009
1631632614129,45643,198539,195009
1631632614139,45643,198539,195022
1631632614149,45658,198529,195044
1631632614159,45665,198569,195074
1631632614169,45656,198581,195081
1631632614179,45636,198576,195095
1631632614189,45635,198583,195116
1631632614199,45615,198575,195099
1631632614209,45604,198529,195068
1631632614219,45594,198502,195051
1631632614229,45555,198471,195011
1631632614239,45546,198423,194968
1631632614249,45509,198363,194943
1631632614259,45502,198333,194904
1631632614269,45471,198285,194854
1631632614279,45442,198258,194811
1631632614289,45423,198205,194758
1631632614299,45394,198148,194712
1631632614309,45380,198107,194717
1631632614319,45362,198089,194716
1631632614329,45335,198076,194718
1631632614339,45330,198074,194728
1631632614349,45311,198047,194708
1631632614359,45308,198065,194704
1631632614369,45302,198075,194732
1631632614379,45281,198058,194752
1631632614389,45276,198065,194757
1631632614399,45288,198071,194776
1631632614409,45266,198074,194797
1631632614419,45266,198058,194781
1631632614429,45251,198074,194768
1631632614439,45241,198074,194783
1631632614449,45234,198024,194751
1631632614459,45216,197993,194726
1631632614469,45201,197980,194701
1631632614479,45181,197975,194707
1631632614489,45171,197944,194644
1631632614499,45161,197978,194636
1631632614509,45148,198018,194668
1631632614519,45146,198025,194686
1631632614529,45144,198061,194711
1631632614539,45140,198135,194727
1631632614549,45138,198092,194763
1631632614559,45129,198146,194766
1631632614569,45129,198171,194802
1631632614579,45132,198197,194833
1631632614589,45124,198270,194864
1631632614599,45131,198314,194880
1631632614609,45138,198344,194930
1631632614619,45131,198356,194941
1631632614629,45138,198382,194959
1631632614639,45138,198390,194958
1631632614649,45145,198428,194969
1631632614659,45147,198430,194989
1631632614669,45161,198448,195021
1631632614679,45149,198476,195043
1631632614689,45150,198462,195015
1631632614699,45154,198476,195006
1631632614709,45166,198434,194999
1631632614719,45165,198441,195034
1631632614729,45154,198469,195048
1631632614739,45164,198422,195043
1631632614749,45153,198372,195031
1631632614759,45122,198290,194978
1631632614769,45109,198189,194957
1631632614779,45106,198116,194910
1631632614789,45087,198051,194889
1631632614799,45080,198033,194914
1631632614809,45084,198039,194902
1631632614819,45070,198032,194907
1631632614829,45072,197995,194890
1631632614839,45064,197979,194871
1631632614849,45059,197973,194861
1631632614859,45054,197934,194871
1631632614869,45058,197904,194891
1631632614879,45066,197929,194885
1631632614889,45070,197958,194897
1631632614899,45069,197969,194918
1631632614909,45068,198002,194970
1631632614919,45065,197983,194962
1631632614929,45064,198018,195024
1631632614939,45055,198093,195041
1631632614949,45060,198132,195085
1631632614959,45050,198199,195154
1631632614969,45051,198277,195194
1631632614979,45050,198398,195263
1631632614989,45049,198457,195326
1631632614999,45044,198560,195394
1631632615009,45043,198654,195446
1631632615019,45040,198731,195470
1631632615029,45028,198779,195510
1631632615039,45020,198812,195558
1631632615049,45031,198860,195572
1631632615059,45013,198910,195591
1631632615069,45014,198911,195599
1631632615079,44994,198903,195603
1631632615089,44961,198843,195603
1631632615099,44950,198794,195603
1631632615109,44929,198772,195583
1631632615119,44914,198717,195573
1631632615129,44891,198673,195561
1631632615139,44872,198607,195535
1631632615149,44853,198614,195522
1631632615159,44846,198589,195532
1631632615169,44839,198567,195533
1631632615179,44895,198906,195995
1631632615189,45456,201627,198011
1631632615199,45731,202952,199270
1631632615209,45917,203941,200359
1631632615219,46228,205310,201745
1631632615229,46606,207116,203252
1631632615239,46856,208286,204035
1631632615249,46770,208035,203674
1631632615259,46483,207011,202600
1631632615269,46202,206023,201583
1631632615279,46034,205634,200943
1631632615289,45787,204406,199856
1631632615299,45288,201816,197903
1631632615309,44705,198640,195591
1631632615319,44086,195450,193423
1631632615329,43665,193347,192245
1631632615339,43880,194102,193175
1631632615349,44183,195201,194298
1631632615359,44520,196367,195513
1631632615369,44683,196981,196158
1631632615379,44586,196255,195781
1631632615389,44377,195208,195048
1631632615399,44245,194720,194770
1631632615409,44214,194680,194321
1631632615419,44250,195075,193998
1631632615429,44281,195448,194080
1631632615439,44293,195516,194070
1631632615449,44290,195537,194024
1631632615459,44301,195528,193982
1631632615469,44278,195513,193949
1631632615479,44288,195424,193862
1631632615489,44267,195322,193764
1631632615499,44261,195212,193673
1631632615509,44251,195130,193574
1631632615519,44242,195041,193491
1631632615529,44248,195019,193416
1631632615539,44239,195050,193375
1631632615549,44222,195118,193409
1631632615559,44233,195257,193500
1631632615569,44252,195494,193628
1631632615579,44289,195614,193750
1631632615589,44351,196007,194036
1631632615599,44486,196707,194452
1631632615609,44564,197220,194724
1631632615619,44582,197318,194690
1631632615629,44516,197064,194507
1631632615639,44525,197095,194547
1631632615649,44543,197176,194632
1631632615659,44620,197592,195003
1631632615669,44837,198649,195856
1631632615679,45166,200262,197061
1631632615689,45600,202375,198706
1631632615699,46033,204703,200452
1631632615709,46403,206663,201918
1631632615719,46684,208482,203403
1631632615729,46961,210029,204699
1631632615739,47175,210930,205596
1631632615749,47327,211593,206276
1631632615759,47438,211896,206672
1631632615769,47435,211829,206665
1631632615779,47434,211799,206728
1631632615789,47461,212084,206938
1631632615799,47536,212736,207361
1631632615809,47674,213572,208009
1631632615819,47853,214648,208833
1631632615829,48179,216010,209960
1631632615839,48576,217692,211534
1631632615849,49029,219702,213163
1631632615859,49435,221495,214523
1631632615869,49795,223040,215458
1631632615879,50148,224391,216577
1631632615889,50483,225617,217421
1631632615899,50804,226381,218176
1631632615909,51061,227288,218721
1631632615919,51460,228785,219989
1631632615929,51988,230737,221578
1631632615939,52565,232750,223189
1631632615949,53140,234552,224876
1631632615959,53609,235601,226151
1631632615969,53896,235917,226991
1631632615979,53940,235499,227124
1631632615989,53784,234608,226587
1631632615999,53488,233649,225699
1631632616009,53148,232896,224535
1631632616019,52818,232293,223305
1631632616029,52536,231926,222148
1631632616039,52309,231864,221158
1631632616049,52137,232156,220194
1631632616059,51955,232231,219114
1631632616069,51783,232262,218191
1631632616079,51724,232594,217672
1631632616089,51773,233530,217619
1631632616099,52066,235383,218349
1631632616109,52489,237380,219324
1631632616119,52872,239013,220161
1631632616129,53219,240135,220866
1631632616139,53443,240945,221181
1631632616149,53767,241880,221848
1631632616159,54033,242776,222523
1631632616169,54268,243734,223267
1631632616179,54585,244551,224005
1631632616189,54799,245126,224544
1631632616199,54858,244941,224577
1631632616209,54723,244060,224227
1631632616219,54474,242989,223621
1631632616229,54274,241900,223107
1631632616239,54040,240725,222594
1631632616249,53771,239113,221842
1631632616259,53120,235806,219444
1631632616269,52324,231980,216910
1631632616279,51506,227919,213973
1631632616289,50628,223538,210887
1631632616299,49601,218502,207414
1631632616309,48614,213634,204126
1631632616319,47599,208240,200595
1631632616329,46352,201777,196359
1631632616339,44687,193486,190546
1631632616349,42721,184141,183965
1631632616359,40997,175806,177751
1631632616369,39240,167493,171381
1631632616379,37371,159348,164813
1631632616389,35558,151897,158743
1631632616399,34286,147286,154940
1631632616409,33388,144186,152573
1631632616419,32843,142506,151392
1631632616429,32986,144064,153293
1631632616439,35474,155167,163188
1631632616449,35958,157164,164693
1631632616459,36105,157870,165296
1631632616469,36181,158267,165637
1631632616479,36205,158452,165814
1631632616489,36234,158628,166007
1631632616499,36254,158830,166214
1631632616509,36280,158917,166246
1631632616519,36248,158964,166288
1631632616529,36233,158924,166298
1631632616539,36219,158936,166307
1631632616549,36204,158977,166329
1631632616559,36198,158998,166338
1631632616569,36193,159015,166350
1631632616579,36186,159085,166395
1631632616589,36178,159081,166408
1631632616599,36174,159124,166454
1631632616609,36174,159147,166482
1631632616619,36171,159132,166502
1631632616629,36162,159154,166528
1631632616639,36159,159160,166527
1631632616649,36158,159148,166535
1631632616659,36144,159115,166524
1631632616669,36133,159097,166514
1631632616679,36116,159089,166489
1631632616689,36119,159099,166471
1631632616699,36102,159094,166458
1631632616709,36092,159091,166449
1631632616719,36092,159087,166454
1631632616729,36090,159066,166442
1631632616739,36088,159083,166456
1631632616749,36094,159103,166446
1631632616759,36090,159146,166467
1631632616769,36100,159167,166491
1631632616779,36095,159199,166510
1631632616789,36106,159207,166526
1631632616799,36101,159243,166530
1631632616809,36107,159207,166521
1631632616819,36092,159216,166506
1631632616829,36103,159212,166524
1631632616839,36092,159221,166498
1631632616849,36096,159217,166513
1631632616859,36109,159244,166502
1631632616869,36110,159252,166483
1631632616879,36098,159239,166475
1631632616889,36104,159206,166440
1631632616899,36101,159204,166417
1631632616909,36095,159187,166383
1631632616919,36087,159150,166368
1631632616929,36075,159109,166321
1631632616939,36072,159077,166319
1631632616949,36065,159057,166323
1631632616959,36068,159044,166282
1631632616969,36077,159032,166294
1631632616979,36074,159011,166279
1631632616989,36071,158997,166260
1631632616999,36075,158967,166276
1631632617009,36072,158953,166253
1631632617019,36067,158903,166258
1631632617029,36075,158918,166259
1631632617039,36068,158872,166235
1631632617049,36066,158828,166265
1631632617059,36079,158838,166293
1631632617069,36079,158827,166303
1631632617079,36101,158895,166419
1631632617089,36112,158912,166449
1631632617099,36121,158933,166479
1631632617109,36131,159015,166581
1631632617119,36131,159012,166593
1631632617129,36134,159050,166667
1631632617139,36127,159043,166696
1631632617149,36161,159176,166837
1631632617159,36193,159313,166961
1631632617169,36208,159390,167097
1631632617179,36241,159449,167201
1631632617189,36269,159582,167356
1631632617199,36300,159686,167470
1631632617209,36327,159789,167606
1631632617219,36395,160073,167934
1631632617229,36634,161064,168962
1631632617239,36829,161859,169686
1631632617249,36938,162287,170097
1631632617259,37041,162703,170471
1631632617269,37097,162941,170720
1631632617279,37143,163088,170845
1631632617289,37213,163433,171179
1631632617299,37363,164051,171728
1631632617309,37461,164454,172085
1631632617319,37537,164733,172177
1631632617329,37567,164894,172320
1631632617339,37627,165152,172520
1631632617349,37695,165461,172809
1631632617359,37818,165988,173244
1631632617369,37874,166201,173444
1631632617379,37919,166375,173586
1631632617389,37949,166533,173730
1631632617399,37989,166653,173849
1631632617409,38007,166767,173951
1631632617419,38048,166888,174075
1631632617429,38076,167034,174218
1631632617439,38124,167168,174341
1631632617449,38166,167317,174481
1631632617459,38197,167418,174577
1631632617469,38228,167546,174706
1631632617479,38242,167646,174838
1631632617489,38301,167862,174982
1631632617499,38361,168045,175186
1631632617509,38395,168181,175321
1631632617519,38429,168263,175363
1631632617529,38436,168307,175370
1631632617539,38431,168345,175355
1631632617549,38447,168357,175389
1631632617559,38453,168392,175418
1631632617569,38480,168441,175472
1631632617579,38493,168514,175510
1631632617589,38512,168574,175540
1631632617599,38514,168577,175566
1631632617609,38525,168635,175552
1631632617619,38544,168677,175598
1631632617629,38543,168743,175658
1631632617639,38564,168760,175668
1631632617649,38582,168865,175693
1631632617659,38577,168890,175732
1631632617669,38607,168931,175782
1631632617679,38631,169039,175834
1631632617689,38649,169155,175888
