timestamp,ax,ay,az
1630574211726,-0.355203,-0.832162,-0.415715
1630574211736,-0.356362,-0.834419,-0.417606
1630574211745,-0.35648399999999997,-0.83875,-0.419253
1630574211755,-0.357216,-0.843569,-0.420717
1630574211765,-0.355813,-0.8471069999999999,-0.420595
1630574211774,-0.356118,-0.847168,-0.419131
1630574211784,-0.355142,-0.846741,-0.414556
1630574211793,-0.35441,-0.845826,-0.411872
1630574211803,-0.354532,-0.845765,-0.410042
1630574211813,-0.35434899999999997,-0.845338,-0.41053
1630574211822,-0.35495899999999997,-0.845338,-0.411262
1630574211832,-0.355813,-0.843813,-0.41321399999999997
1630574211841,-0.35563,-0.842166,-0.413763
1630574211851,-0.356362,-0.839787,-0.415837
1630574211861,-0.357765,-0.837835,-0.417911
1630574211870,-0.358802,-0.8364929999999999,-0.418765
1630574211880,-0.359412,-0.834419,-0.418643
1630574211889,-0.359412,-0.8306979999999999,-0.416996
1630574211899,-0.360449,-0.827831,-0.41809399999999997
1630574211909,-0.361303,-0.825269,-0.421266
1630574211918,-0.362523,-0.82289,-0.425353
1630574211928,-0.361242,-0.818864,-0.42828099999999997
1630574211937,-0.360693,-0.813557,-0.43066
1630574211947,-0.360083,-0.807945,-0.433954
1630574211957,-0.359412,-0.804041,-0.43633299999999997
1630574211966,-0.358802,-0.800991,-0.436516
1630574211976,-0.35617899999999997,-0.79849,-0.437736
1630574211985,-0.352885,-0.798673,-0.438285
1630574211995,-0.347822,-0.802455,-0.435784
1630574212005,-0.341478,-0.812276,-0.426878
1630574212014,-0.337696,-0.822036,-0.418216
1630574212024,-0.336171,-0.830454,-0.412848
1630573698884,-0.43615,-0.653188,-0.615368
1630573698894,-0.435784,-0.653127,-0.6143919999999999
1630573698903,-0.436211,-0.653493,-0.614575
1630573698913,-0.43663799999999997,-0.65453,-0.614453
1630573698923,-0.43737,-0.654347,-0.61488
1630573698932,-0.436211,-0.655506,-0.6150019999999999
1630573698942,-0.436394,-0.655689,-0.615246
1630573698951,-0.43615,-0.655201,-0.614148
1630573698961,-0.435479,-0.6557499999999999,-0.614514
1630573698971,-0.436211,-0.655262,-0.615368
