timestamp,vertical,lateral,sagittal
1630937420086,-0.963855421686747,-0.012048192771084338,0.24096385542168675
1630937420096,-0.963855421686747,-0.012048192771084338,0.24096385542168675
1630937420106,-0.963855421686747,0.0,0.25301204819277107
1630937420116,-0.963855421686747,0.012048192771084338,0.24096385542168675
1630937420126,-0.963855421686747,-0.012048192771084338,0.25301204819277107
1630937420136,-0.963855421686747,0.024096385542168676,0.26506024096385544
1630937420146,-0.963855421686747,0.0,0.25301204819277107
1630937420156,-0.9759036144578314,-0.012048192771084338,0.2289156626506024
1630937420166,-0.963855421686747,-0.012048192771084338,0.24096385542168675
1630937420176,-0.963855421686747,0.012048192771084338,0.21686746987951808
1630937420186,-0.963855421686747,0.012048192771084338,0.24096385542168675
1630937420196,-0.9759036144578314,0.012048192771084338,0.25301204819277107
1630937420206,-0.963855421686747,0.03614457831325301,0.25301204819277107
1630937420216,-0.9518072289156626,0.03614457831325301,0.2289156626506024
1630937420226,-0.963855421686747,0.024096385542168676,0.2289156626506024
1630937420236,-0.963855421686747,0.012048192771084338,0.2289156626506024
1630937420246,-0.963855421686747,0.0,0.24096385542168675
1630937420256,-0.963855421686747,-0.012048192771084338,0.25301204819277107
1630937420266,-0.963855421686747,0.0,0.25301204819277107
1630937420276,-0.9759036144578314,0.012048192771084338,0.24096385542168675
1630937420286,-0.963855421686747,0.024096385542168676,0.26506024096385544
1630937420296,-0.9759036144578314,0.04819277108433735,0.25301204819277107
1630937420306,-0.963855421686747,0.024096385542168676,0.24096385542168675
1630937420316,-0.963855421686747,0.0,0.26506024096385544
1630937420326,-0.963855421686747,0.012048192771084338,0.26506024096385544
1630937420336,-0.9759036144578314,0.024096385542168676,0.2891566265060241
1630937420346,-0.9759036144578314,0.012048192771084338,0.30120481927710846
1630937420356,-0.963855421686747,0.012048192771084338,0.2891566265060241
1630937420366,-0.963855421686747,0.012048192771084338,0.2891566265060241
1630937420376,-0.963855421686747,0.024096385542168676,0.2891566265060241
1630937420386,-0.963855421686747,0.0,0.2891566265060241
1630937420396,-0.963855421686747,0.012048192771084338,0.2891566265060241
1630937420406,-0.9759036144578314,0.012048192771084338,0.27710843373493976
1630937420416,-0.963855421686747,0.012048192771084338,0.27710843373493976
1630937420426,-0.963855421686747,0.0,0.25301204819277107
1630937420436,-0.9759036144578314,0.012048192771084338,0.27710843373493976
1630937420446,-0.963855421686747,0.012048192771084338,0.3132530120481928
1630937420456,-0.963855421686747,0.024096385542168676,0.2891566265060241
1630937420466,-0.963855421686747,0.024096385542168676,0.26506024096385544
1630937420476,-0.9759036144578314,0.012048192771084338,0.27710843373493976
1630937420486,-0.963855421686747,0.012048192771084338,0.2891566265060241
1630937420496,-0.963855421686747,0.0,0.2891566265060241
1630937420506,-0.9759036144578314,0.012048192771084338,0.3132530120481928
1630937420516,-0.963855421686747,0.012048192771084338,0.2891566265060241
1630937420526,-0.963855421686747,0.0,0.2891566265060241
1630937420536,-0.963855421686747,-0.012048192771084338,0.2891566265060241
1630937420546,-0.963855421686747,-0.012048192771084338,0.27710843373493976
1630937420556,-0.963855421686747,0.0,0.26506024096385544
1630937420566,-0.9518072289156626,-0.012048192771084338,0.26506024096385544
1630937420576,-0.963855421686747,0.0,0.2891566265060241
1630937420586,-0.963855421686747,0.0,0.26506024096385544
1630937420596,-0.963855421686747,0.0,0.25301204819277107
1630937420606,-0.963855421686747,0.012048192771084338,0.26506024096385544
1630937420616,-0.963855421686747,0.012048192771084338,0.30120481927710846
1630937420626,-0.9759036144578314,-0.012048192771084338,0.3373493975903614
1630937420636,-0.963855421686747,0.0,0.30120481927710846
1630937420646,-0.963855421686747,-0.024096385542168676,0.30120481927710846
1630937420656,-0.963855421686747,0.0,0.2891566265060241
1630937420666,-0.9879518072289156,0.0,0.27710843373493976
1630937420676,-0.9879518072289156,0.0,0.26506024096385544
1630937420686,-0.9879518072289156,0.0,0.24096385542168675
1630937420696,-0.9879518072289156,-0.012048192771084338,0.25301204819277107
1630937420706,-0.9759036144578314,-0.012048192771084338,0.25301204819277107
1630937420716,-0.963855421686747,-0.012048192771084338,0.27710843373493976
1630937420726,-0.963855421686747,0.024096385542168676,0.26506024096385544
1630937420736,-0.963855421686747,-0.012048192771084338,0.27710843373493976
1630937420746,-0.963855421686747,-0.012048192771084338,0.3132530120481928
1630937420756,-0.963855421686747,0.012048192771084338,0.26506024096385544
1630937420766,-0.963855421686747,0.012048192771084338,0.25301204819277107
1630937420776,-0.963855421686747,0.0,0.26506024096385544
1630937420786,-0.9759036144578314,-0.012048192771084338,0.26506024096385544
1630937420796,-0.963855421686747,0.0,0.27710843373493976
1630937420806,-0.963855421686747,0.0,0.30120481927710846
1630937420816,-0.963855421686747,0.0,0.30120481927710846
1630937420826,-0.9759036144578314,-0.012048192771084338,0.2891566265060241
1630937420836,-0.963855421686747,0.0,0.2891566265060241
1630937420846,-0.963855421686747,0.0,0.26506024096385544
1630937420856,-0.963855421686747,0.0,0.27710843373493976
1630937420866,-0.963855421686747,0.024096385542168676,0.27710843373493976
1630937420876,-0.963855421686747,0.012048192771084338,0.25301204819277107
1630937420886,-0.963855421686747,0.024096385542168676,0.25301204819277107
1630937420896,-0.963855421686747,0.024096385542168676,0.24096385542168675
1630937420906,-0.963855421686747,0.012048192771084338,0.25301204819277107
1630937420916,-0.963855421686747,0.0,0.25301204819277107
1630937420926,-0.963855421686747,-0.012048192771084338,0.26506024096385544
1630937420936,-0.963855421686747,0.0,0.26506024096385544
1630937420946,-0.963855421686747,0.012048192771084338,0.25301204819277107
1630937420956,-0.9879518072289156,0.0,0.25301204819277107
1630937420966,-0.9759036144578314,0.0,0.25301204819277107
1630937420976,-0.963855421686747,0.0,0.25301204819277107
