timestamp,TP9,AF7,AF8,TP10
1630070112764,776.8497924804688,808.2783813476562,819.1575317382812,782.4908447265625
1630070112764,757.912109375,808.6813354492188,808.2783813476562,689.8168334960938
1630070112764,753.076904296875,807.4725341796875,796.5933837890625,729.7069702148438
1630070112764,913.8461303710938,813.5164794921875,816.7399291992188,1057.6922607421875
1630070112764,927.94873046875,816.3369750976562,815.93408203125,1078.6446533203125
1630070112764,657.1795043945312,803.040283203125,796.5933837890625,491.97802734375
1630070112780,909.8168334960938,799.010986328125,821.5750732421875,1085.8974609375
1630070112780,782.893798828125,799.010986328125,817.1428833007812,802.6373901367188
1630070112780,856.6300659179688,807.4725341796875,813.5164794921875,902.1611938476562
1630070112780,653.1502075195312,803.040283203125,808.2783813476562,502.8571472167969
1630070112780,732.12451171875,798.2051391601562,803.8461303710938,629.3773193359375
1630070112780,655.1648559570312,791.7582397460938,808.6813354492188,484.3223571777344
1630070112780,682.1611938476562,802.6373901367188,805.8607788085938,541.1355590820312
1630070112780,914.6520385742188,798.2051391601562,817.5457763671875,1042.783935546875
1630070112780,671.6849975585938,800.2197875976562,813.113525390625,499.2307739257813
1630070112796,926.7399291992188,815.93408203125,813.113525390625,1067.3626708984375
1630070112796,906.996337890625,819.5604248046875,813.91943359375,994.8351440429688
1630070112796,660.8058471679688,802.2344360351562,805.4578857421875,497.2161254882813
1630070112796,878.7911987304688,814.3223266601562,810.2930297851562,924.3223266601562
1630070112796,709.1575317382812,797.8021850585938,808.2783813476562,569.3406372070312
1630070112796,936.4102783203124,816.3369750976562,809.084228515625,1067.3626708984375
1630070112796,799.010986328125,803.8461303710938,808.6813354492188,794.981689453125
1630070112796,828.4249267578125,808.6813354492188,803.8461303710938,858.6447143554688
1630070112796,683.7728881835938,804.6520385742188,805.8607788085938,523.8095092773438
1630070112826,840.5128173828125,804.6520385742188,812.3076782226562,905.7875366210938
1630070112826,833.2600708007812,805.8607788085938,820.7692260742188,833.6630249023438
1630070112826,943.6630249023438,813.91943359375,811.5018310546875,1106.4468994140625
1630070112826,803.4432373046875,811.098876953125,809.084228515625,775.2380981445312
1630070112826,947.2893676757812,809.084228515625,826.8131713867188,1122.967041015625
1630070112826,861.4652099609375,807.4725341796875,815.5311279296875,968.6447143554688
1630070112826,892.087890625,806.2637329101562,816.3369750976562,1002.4908447265624
1630070112826,945.6776733398438,815.93408203125,817.1428833007812,1105.238037109375
1630070112826,700.6959838867188,801.4285888671875,807.069580078125,622.12451171875
1630070112826,688.6080322265625,790.952392578125,811.098876953125,593.113525390625
1630070112826,666.0439453125,796.5933837890625,811.098876953125,493.5897521972656
1630070112826,651.1355590820312,802.6373901367188,804.6520385742188,465.78753662109375
1630070112877,778.4615478515625,810.6959838867188,806.2637329101562,713.5897216796875
1630070112877,651.94140625,799.010986328125,798.2051391601562,515.3479614257812
1630070112877,904.5787353515624,808.6813354492188,801.8314819335938,1030.6959228515625
1630070112877,940.8424682617188,817.94873046875,800.6226806640625,1087.106201171875
1630070112877,737.3626098632812,799.8168334960938,806.2637329101562,695.8607788085938
1630070112877,752.2710571289062,798.6080322265625,801.8314819335938,730.10986328125
1630070112877,652.7472534179688,801.4285888671875,801.8314819335938,504.4688720703125
1630070112877,780.879150390625,800.2197875976562,804.6520385742188,777.6557006835938
1630070112877,921.90478515625,807.069580078125,808.6813354492188,1046.00732421875
1630070112877,753.076904296875,807.069580078125,802.6373901367188,671.2820434570312
1630070112877,925.5311279296876,813.113525390625,805.054931640625,1056.08056640625
1630070112877,653.1502075195312,801.025634765625,807.4725341796875,486.7399291992188
1630070112924,813.5164794921875,800.6226806640625,794.1758422851562,840.915771484375
1630070112924,687.8021850585938,806.2637329101562,787.3259887695312,527.032958984375
1630070112924,936.8131713867188,806.2637329101562,807.069580078125,1091.135498046875
1630070112924,903.3699340820312,813.91943359375,810.6959838867188,998.4615478515624
1630070112924,662.0146484375,800.2197875976562,786.923095703125,518.974365234375
1630070112924,921.098876953125,815.1282348632812,811.90478515625,1048.4249267578125
1630070112924,711.5750732421875,807.87548828125,798.2051391601562,576.1904907226562
1630070112924,891.2820434570312,815.93408203125,803.4432373046875,947.2893676757812
1630070112924,730.915771484375,803.8461303710938,801.4285888671875,633.8095092773438
1630070112924,667.2527465820312,803.040283203125,799.010986328125,521.7948608398438
1630070112940,809.89013671875,806.2637329101562,805.054931640625,842.12451171875
1630070112940,936.4102783203124,815.5311279296875,811.5018310546875,1097.5823974609375
1630070112955,853.4066162109375,803.8461303710938,807.069580078125,958.974365234375
1630070112955,656.3735961914062,788.5347900390625,798.6080322265625,502.8571472167969
1630070112971,676.1171875,800.6226806640625,795.7875366210938,527.4359130859375
1630070112971,810.6959838867188,800.2197875976562,802.6373901367188,845.7509155273438
1630070112971,945.6776733398438,812.7106323242188,811.90478515625,1141.5018310546875
1630070112971,946.08056640625,817.5457763671875,803.4432373046875,1120.146484375
1630070112971,850.1831665039062,806.2637329101562,807.87548828125,897.7289428710938
1630070112971,884.029296875,805.054931640625,805.054931640625,1013.7728881835938
1630070112971,832.8571166992188,817.94873046875,798.2051391601562,917.87548828125
1630070112971,686.996337890625,809.89013671875,796.1904907226562,599.96337890625
1630070112971,949.3040161132812,809.084228515625,809.084228515625,1156.813232421875
1630070113033,652.7472534179688,796.5933837890625,803.8461303710938,501.2454223632813
1630070113033,726.886474609375,802.2344360351562,796.1904907226562,684.1758422851562
1630070113049,803.4432373046875,807.4725341796875,807.069580078125,792.967041015625
1630070113049,759.120849609375,801.4285888671875,801.8314819335938,765.970703125
1630070113049,736.5567626953125,802.6373901367188,802.2344360351562,719.6337280273438
1630070113049,943.6630249023438,813.5164794921875,811.098876953125,1129.010986328125
1630070113049,662.4176025390625,801.025634765625,797.8021850585938,511.72161865234375
1630070113049,929.96337890625,813.91943359375,814.7252807617188,1081.062255859375
1630070113049,908.2051391601562,809.084228515625,807.069580078125,1057.6922607421875
1630070113049,756.7033081054688,804.6520385742188,801.8314819335938,682.967041015625
1630070113049,889.2673950195312,809.89013671875,805.8607788085938,1027.87548828125
1630070113049,643.4798583984375,799.010986328125,796.1904907226562,483.5164794921875
1630070113065,653.9560546875,801.8314819335938,802.6373901367188,506.0805969238281
1630070113065,713.5897216796875,804.6520385742188,803.4432373046875,608.8278198242188
1630070113065,662.8204956054688,793.7728881835938,804.2490844726562,531.8681030273438
1630070113065,787.7289428710938,800.6226806640625,808.2783813476562,800.2197875976562
1630070113065,882.8204956054688,806.6666870117188,807.87548828125,983.1502075195312
1630070113065,688.6080322265625,791.7582397460938,805.8607788085938,554.8351440429688
1630070113065,800.2197875976562,808.2783813476562,804.6520385742188,844.945068359375
1630070113065,922.7106323242188,810.6959838867188,807.87548828125,1083.8828125
1630070113065,904.1758422851562,809.084228515625,813.5164794921875,1038.3516845703125
1630070113065,920.6959838867188,811.90478515625,806.2637329101562,1072.6007080078125
1630070113065,923.91943359375,811.90478515625,811.098876953125,1103.223388671875
1630070113065,743.4066162109375,799.4139404296875,804.6520385742188,657.1795043945312
1630070113096,865.8974609375,808.6813354492188,811.098876953125,978.3150024414062
1630070113096,930.7692260742188,808.2783813476562,801.4285888671875,1111.6849365234375
1630070113096,847.3626098632812,816.3369750976562,816.7399291992188,918.6813354492188
1630070113096,839.7069702148438,809.89013671875,815.5311279296875,861.8681030273438
1630070113096,664.4322509765625,800.2197875976562,809.084228515625,479.4871826171875
1630070113096,810.6959838867188,809.084228515625,801.025634765625,869.5238037109375
1630070113096,669.2673950195312,801.025634765625,799.010986328125,525.018310546875
1630070113096,690.2197875976562,805.8607788085938,814.7252807617188,580.2197875976562
1630070113096,935.6043701171876,812.3076782226562,815.1282348632812,1108.864501953125
1630070113096,943.2600708007812,813.113525390625,817.94873046875,1130.6226806640625
1630070113096,667.6557006835938,801.025634765625,801.025634765625,552.0146484375
1630070113143,726.4835205078125,807.069580078125,805.4578857421875,701.5018310546875
1630070113143,716.4102783203125,803.040283203125,802.2344360351562,655.970703125
1630070113143,945.2747192382812,813.91943359375,812.7106323242188,1128.205078125
1630070113143,659.5970458984375,800.6226806640625,805.4578857421875,500.8424987792969
1630070113143,811.90478515625,809.89013671875,816.3369750976562,815.1282348632812
1630070113143,878.3883056640625,808.6813354492188,813.91943359375,1006.1171875
1630070113143,651.1355590820312,805.8607788085938,797.8021850585938,508.4981689453125
1630070113158,775.6410522460938,806.2637329101562,806.6666870117188,743.4066162109375
1630070113158,653.9560546875,803.4432373046875,801.4285888671875,476.26373291015625
1630070113158,745.4212646484375,796.996337890625,796.1904907226562,714.7985229492188
1630070113158,890.0732421875,800.6226806640625,806.6666870117188,1014.1758422851562
1630070113158,929.1575317382812,804.6520385742188,813.5164794921875,1084.6885986328125
1630070113221,706.3369750976562,798.2051391601562,805.4578857421875,594.3223266601562
1630070113221,893.6996459960938,808.2783813476562,811.5018310546875,1005.7142944335938
1630070113221,923.5164794921876,800.6226806640625,805.4578857421875,1076.22705078125
1630070113221,923.5164794921876,810.6959838867188,813.5164794921875,1049.230712890625
1630070113221,665.2380981445312,792.967041015625,798.2051391601562,518.1685180664062
1630070113221,921.098876953125,811.5018310546875,816.3369750976562,1046.4102783203125
1630070113221,743.4066162109375,805.054931640625,810.6959838867188,633.8095092773438
1630070113221,760.3296508789062,815.1282348632812,808.2783813476562,676.1171875
1630070113221,667.2527465820312,794.981689453125,801.4285888671875,488.3516540527344
1630070113221,782.4908447265625,799.8168334960938,807.4725341796875,755.4945068359375
1630070113221,790.5494384765625,794.981689453125,796.1904907226562,803.4432373046875
1630070113221,933.1868286132812,817.5457763671875,809.89013671875,1065.3480224609375
