timestamp,green,ir,red
1629795340006,105024,297197,410690
1629795340016,105018,297184,410664
1629795340026,105033,297195,410624
1629795340036,105054,297199,410655
1629795340046,105061,297176,410676
1629795340056,105070,297204,410630
1629795340066,105067,297147,410661
1629795340076,105067,297203,410632
1629795340086,105066,297142,410627
1629795340096,105067,297109,410611
1629795340106,105060,297156,410606
1629795340116,105038,297094,410614
1629795340126,105040,297086,410621
1629795340136,105032,297099,410638
1629795340146,105043,297134,410655
1629795340156,105043,297107,410601
1629795340166,105041,297118,410653
1629795340176,105030,297108,410630
1629795340186,105017,297111,410624
1629795340196,105022,297089,410614
1629795340206,105030,297116,410644
1629795340216,105012,297132,410639
1629795340226,105024,297052,410640
1629795340236,105030,297036,410679
1629795340246,105019,297127,410656
1629795340256,105016,297125,410659
1629795340266,105038,297112,410670
1629795340276,105035,297143,410662
1629795340286,105039,297091,410645
1629795340296,105044,297133,410641
1629795340306,105027,297111,410647
1629795340316,105051,297108,410620
1629795340326,105053,297126,410688
1629795340336,105073,297135,410685
1629795340346,105070,297151,410713
1629795340356,105077,297143,410701
1629795340366,105086,297180,410709
1629795340376,105086,297139,410698
1629795340386,105103,297108,410693
1629795340396,105106,297140,410771
1629795340406,105114,297122,410697
1629795340416,105121,297167,410793
1629795340426,105126,297129,410764
1629795340436,105148,297177,410782
1629795340446,105161,297199,410747
1629795340456,105150,297215,410743
1629795340466,105175,297224,410785
1629795340476,105188,297216,410772
1629795340486,105188,297186,410793
1629795340496,105197,297181,410805
1629795340506,105220,297207,410794
1629795340516,105229,297138,410772
1629795340526,105242,297224,410784
1629795340536,105247,297198,410816
1629795340546,105271,297257,410842
1629795340556,105268,297218,410828
1629795340566,105294,297227,410848
1629795340576,105307,297241,410837
1629795340586,105327,297236,410839
1629795340596,105339,297268,410855
1629795340606,105356,297259,410819
1629795340616,105369,297262,410895
1629795340626,105381,297256,410865
1629795340636,105397,297308,410899
1629795340646,105417,297299,410859
1629795340656,105436,297310,410941
1629795340666,105439,297328,410910
1629795340676,105462,297336,410909
1629795340686,105475,297310,410890
1629795340696,105500,297361,410943
1629795340706,105504,297338,410921
1629795340716,105521,297349,410948
1629795340726,105529,297351,410955
1629795340736,105553,297394,410968
1629795340746,105577,297344,410947
1629795340756,105604,297361,410982
1629795340766,105597,297390,410952
1629795340776,105625,297348,410956
1629795340786,105614,297427,410997
1629795340796,105636,297417,410985
1629795340806,105665,297367,410962
1629795340816,105663,297388,411023
1629795340826,105682,297373,410970
1629795340836,105672,297408,410960
1629795340846,105668,297340,410987
1629795340856,105682,297373,410994
1629795340866,105671,297339,410987
1629795340876,105675,297362,410989
1629795340886,105663,297311,410998
1629795340896,105670,297339,410997
1629795340906,105666,297342,411019
1629795340916,105667,297371,411036
1629795340926,105663,297385,411063
1629795340936,105671,297340,411083
1629795340946,105676,297361,411083
