timestamp,green,ir,red
1630674781590,26397,289937,202876
1630674781600,26394,289956,202871
1630674781610,26395,289935,202884
1630674781620,26396,290010,202893
1630674781630,26403,289958,202877
1630674781640,26406,289981,202883
1630674781650,26404,289979,202870
1630674781660,26417,289979,202910
1630674781670,26426,289995,202897
1630674781680,26432,290028,202914
1630674781690,26442,289977,202905
1630674781700,26442,289970,202959
1630674781710,26431,289977,202975
1630674781720,26426,289983,202953
1630674781730,26434,289982,202954
1630674781740,26418,289968,202967
1630674781750,26411,289956,202938
1630674781760,26405,289898,202939
1630674781770,26394,289914,202958
1630674781780,26394,289909,202951
1630674781790,26385,289890,202958
1630674781800,26383,289889,202949
1630674781810,26381,289921,202945
1630674781820,26370,289862,202933
1630674781830,26367,289839,202952
1630674781840,26358,289883,202939
1630674781850,26353,289887,202960
1630674781860,26349,289836,202955
1630674781870,26337,289840,202930
1630674781880,26337,289786,202916
1630674781890,26327,289803,202912
1630674781900,26330,289830,202909
1630674781910,26333,289785,202893
1630674781920,26331,289822,202891
1630674781930,26330,289838,202917
1630674781940,26336,289821,202907
1630674781950,26336,289820,202910
1630674781960,26341,289807,202906
1630674781970,26332,289828,202914
1630674781980,26337,289833,202913
1630674781990,26336,289822,202946
1630674782000,26331,289773,202917
1630674782010,26337,289773,202915
1630674782020,26333,289786,202905
1630674782030,26337,289777,202916
1630674782040,26340,289801,202905
1630674782050,26340,289780,202908
1630674782060,26336,289807,202910
1630674782070,26354,289788,202887
1630674782080,26349,289780,202925
1630674782090,26343,289792,202896
1630674782100,26349,289812,202899
1630674782110,26349,289824,202890
1630674782120,26353,289822,202878
1630674782130,26355,289851,202889
1630674782140,26354,289836,202908
1630674782150,26360,289841,202903
1630674782160,26360,289824,202888
1630674782170,26364,289817,202907
1630674782180,26368,289836,202904
1630674782190,26376,289825,202896
1630674782200,26382,289823,202901
1630674782210,26390,289862,202901
1630674782220,26391,289851,202905
1630674782230,26389,289837,202922
1630674782240,26390,289858,202892
1630674782250,26397,289860,202910
1630674782260,26404,289858,202914
1630674782270,26405,289860,202919
1630674782280,26407,289839,202937
1630674782290,26410,289874,202917
1630674782300,26412,289878,202898
1630674782310,26419,289844,202902
1630674782320,26428,289874,202895
1630674782330,26425,289898,202938
1630674782340,26430,289920,202897
1630674782350,26435,289907,202923
1630674782360,26443,289895,202920
1630674782370,26448,289873,202923
1630674782380,26444,289938,202918
1630674782390,26444,289930,202922
1630674782400,26466,289919,202911
1630674782410,26461,289943,202918
1630674782420,26466,289952,202900
1630674782430,26480,289916,202937
1630674782440,26490,289914,202967
1630674782450,26494,289950,202964
1630674782460,26494,289992,202980
1630674782470,26501,289911,203009
1630674782480,26496,289886,203004
1630674782490,26496,289923,203012
1630674782500,26490,289904,203034
1630674782510,26487,289916,203008
1630674782520,26489,289900,202979
1630674782530,26478,289874,203021
1630674782540,26467,289877,203018
1630674782550,26476,289884,203020
1630674782560,26465,289853,203035
1630674782570,26463,289832,203010
1630674782580,26457,289837,203008
1630674782590,26451,289826,203026
1630674782600,26457,289825,203010
1630674782610,26448,289792,203023
1630674782620,26440,289785,203003
1630674782630,26434,289785,202993
1630674782640,26430,289754,203000
1630674782650,26430,289772,202975
1630674782660,26432,289769,203009
1630674782670,26425,289793,203021
1630674782680,26438,289752,203010
1630674782690,26433,289820,203024
1630674782700,26446,289809,203036
1630674782710,26436,289796,203018
1630674782720,26438,289819,203028
1630674782730,26436,289854,203026
1630674782740,26441,289813,203024
1630674782750,26438,289784,203040
1630674782760,26440,289809,203040
1630674782770,26448,289760,203038
1630674782780,26440,289788,203028
1630674782790,26442,289808,203027
1630674782800,26442,289790,203040
1630674782810,26445,289772,203011
1630674782820,26448,289817,203054
1630674782830,26451,289795,203030
1630674782840,26453,289815,203049
1630674782850,26455,289810,203052
1630674782860,26479,289819,203060
1630674782870,26473,289766,203050
1630674782880,26472,289791,203068
1630674782890,26463,289824,203069
1630674782900,26478,289811,203046
1630674782910,26480,289793,203063
1630674782920,26485,289818,203100
1630674782930,26495,289844,203082
1630674782940,26502,289822,203112
1630674782950,26503,289852,203101
1630674782960,26504,289845,203105
1630674782970,26514,289833,203120
1630674782980,26519,289822,203116
1630674782990,26524,289824,203118
1630674783000,26529,289881,203101
1630674783010,26537,289862,203128
1630674783020,26531,289854,203142
1630674783030,26554,289863,203142
1630674783040,26552,289857,203109
1630674783050,26556,289883,203147
1630674783060,26557,289909,203141
1630674783070,26556,289885,203139
1630674783080,26568,289871,203151
1630674783090,26573,289934,203150
1630674783100,26580,289885,203154
1630674783110,26580,289906,203173
1630674783120,26582,289938,203150
1630674783130,26580,289928,203173
1630674783140,26582,289928,203138
1630674783150,26587,289926,203156
1630674783160,26593,289924,203153
1630674783170,26600,289977,203171
1630674783180,26608,289944,203167
1630674783190,26610,289973,203183
1630674783200,26613,289970,203204
1630674783210,26629,289973,203208
1630674783220,26632,289942,203234
1630674783230,26632,289937,203261
1630674783240,26634,289987,203271
1630674783250,26636,289943,203285
1630674783260,26630,289953,203287
1630674783270,26624,289978,203262
1630674783280,26609,289931,203265
1630674783290,26605,289935,203246
1630674783300,26606,289905,203284
1630674783310,26606,289921,203279
1630674783320,26601,289911,203289
1630674783330,26601,289908,203306
1630674783340,26596,289889,203323
1630674783350,26602,289882,203298
1630674783360,26585,289862,203314
1630674783370,26600,289880,203309
1630674783380,26590,289837,203297
1630674783390,26584,289878,203296
1630674783400,26577,289859,203276
1630674783410,26575,289869,203308
1630674783420,26576,289820,203298
1630674783430,26578,289870,203281
1630674783440,26579,289852,203290
1630674783450,26580,289832,203312
1630674783460,26581,289842,203318
1630674783470,26587,289868,203333
1630674783480,26584,289848,203345
1630674783490,26594,289832,203326
1630674783500,26582,289872,203330
1630674783510,26588,289855,203359
1630674783520,26595,289856,203340
1630674783530,26590,289835,203345
1630674783540,26594,289847,203346
1630674783550,26600,289896,203373
1630674783560,26600,289859,203381
1630674783570,26596,289866,203383
1630674783580,26612,289865,203376
1630674783590,26607,289853,203365
1630674783600,26607,289867,203380
1630674783610,26605,289864,203367
1630674783620,26606,289853,203373
1630674783630,26606,289903,203362
1630674783640,26606,289872,203381
1630674783650,26605,289868,203369
1630674783660,26623,289860,203393
1630674783670,26616,289909,203386
1630674783680,26627,289880,203382
1630674783690,26620,289911,203400
1630674783700,26630,289899,203389
1630674783710,26625,289958,203388
1630674783720,26636,289896,203399
1630674783730,26637,289896,203410
1630674783740,26642,289926,203426
1630674783750,26643,289933,203394
1630674783760,26637,289873,203406
1630674783770,26642,289924,203417
1630674783780,26645,289924,203416
1630674783790,26649,289942,203379
1630674783800,26648,289901,203401
1630674783810,26663,289929,203408
1630674783820,26656,289915,203396
1630674783830,26659,289936,203418
1630674783840,26660,289931,203405
1630674783850,26654,289928,203414
1630674783860,26655,289939,203446
1630674783870,26660,289939,203426
1630674783880,26665,289934,203427
1630674783890,26662,289953,203405
1630674783900,26670,289953,203403
1630674783910,26670,289994,203430
1630674783920,26667,289973,203396
1630674783930,26678,290003,203405
1630674783940,26687,289970,203436
1630674783950,26689,290013,203444
1630674783960,26693,289964,203481
1630674783970,26693,289934,203476
1630674783980,26690,289958,203495
1630674783990,26686,289939,203486
1630674784000,26669,289957,203476
1630674784010,26659,289917,203462
1630674784020,26663,289925,203491
1630674784030,26656,289916,203483
1630674784040,26645,289900,203453
1630674784050,26642,289906,203466
1630674784060,26639,289880,203457
1630674784070,26626,289883,203462
1630674784080,26633,289832,203479
1630674784090,26616,289850,203460
1630674784100,26602,289850,203467
1630674784110,26596,289871,203451
1630674784120,26592,289832,203458
1630674784130,26581,289824,203452
1630674784140,26586,289816,203438
1630674784150,26575,289827,203451
1630674784160,26570,289821,203467
1630674784170,26567,289803,203446
1630674784180,26560,289782,203449
1630674784190,26557,289823,203438
1630674784200,26563,289778,203473
1630674784210,26561,289819,203467
1630674784220,26561,289779,203470
1630674784230,26559,289818,203484
1630674784240,26558,289818,203453
1630674784250,26559,289799,203466
1630674784260,26552,289800,203472
1630674784270,26548,289767,203457
1630674784280,26549,289811,203483
1630674784290,26547,289792,203481
1630674784300,26553,289792,203470
1630674784310,26537,289805,203495
1630674784320,26541,289838,203505
1630674784330,26553,289755,203482
1630674784340,26542,289783,203492
1630674784350,26548,289791,203500
1630674784360,26550,289825,203488
1630674784370,26544,289784,203497
1630674784380,26543,289756,203485
1630674784390,26550,289779,203515
1630674784400,26548,289795,203504
1630674784410,26547,289787,203518
1630674784420,26543,289792,203478
1630674784430,26555,289812,203508
1630674784440,26553,289826,203512
1630674784450,26551,289820,203490
1630674784460,26557,289854,203510
1630674784470,26550,289871,203490
1630674784480,26559,289793,203523
1630674784490,26568,289851,203495
1630674784500,26551,289863,203516
1630674784510,26568,289858,203477
1630674784520,26557,289810,203493
1630674784530,26559,289844,203487
1630674784540,26557,289860,203493
1630674784550,26566,289876,203492
1630674784560,26562,289852,203474
1630674784570,26559,289863,203462
1630674784580,26554,289860,203455
1630674784590,26558,289846,203474
1630674784600,26559,289886,203462
1630674784610,26557,289879,203471
1630674784620,26559,289882,203455
1630674784630,26565,289903,203465
1630674784640,26573,289890,203459
1630674784650,26566,289876,203452
1630674784660,26575,289890,203459
1630674784670,26571,289896,203455
1630674784680,26581,289927,203475
1630674784690,26588,289925,203493
1630674784700,26597,289943,203496
1630674784710,26596,289924,203527
1630674784720,26595,289930,203526
1630674784730,26590,289926,203540
1630674784740,26575,289891,203534
1630674784750,26568,289869,203538
1630674784760,26563,289856,203545
1630674784770,26552,289861,203524
1630674784780,26535,289849,203530
1630674784790,26538,289827,203523
1630674784800,26521,289814,203541
1630674784810,26523,289841,203533
1630674784820,26505,289807,203522
1630674784830,26501,289831,203508
1630674784840,26489,289785,203513
1630674784850,26477,289763,203528
1630674784860,26470,289749,203505
1630674784870,26452,289744,203513
1630674784880,26450,289736,203495
1630674784890,26437,289732,203487
1630674784900,26417,289715,203470
1630674784910,26404,289686,203475
1630674784920,26404,289667,203451
1630674784930,26399,289731,203433
1630674784940,26398,289705,203464
1630674784950,26405,289717,203446
1630674784960,26398,289686,203440
1630674784970,26382,289725,203426
1630674784980,26390,289701,203461
1630674784990,26380,289667,203447
1630674785000,26376,289699,203425
1630674785010,26372,289691,203414
1630674785020,26372,289669,203410
1630674785030,26359,289721,203410
1630674785040,26361,289686,203413
1630674785050,26357,289647,203426
1630674785060,26353,289639,203424
1630674785070,26354,289646,203424
1630674785080,26352,289663,203399
1630674785090,26345,289678,203401
1630674785100,26347,289702,203409
1630674785110,26345,289676,203406
1630674785120,26344,289682,203416
1630674785130,26351,289683,203390
1630674785140,26340,289708,203372
1630674785150,26337,289670,203373
1630674785160,26335,289688,203374
1630674785170,26326,289673,203345
1630674785180,26328,289690,203362
1630674785190,26328,289711,203361
1630674785200,26331,289661,203359
1630674785210,26327,289653,203375
1630674785220,26330,289708,203369
1630674785230,26328,289722,203359
1630674785240,26334,289735,203377
1630674785250,26336,289734,203380
1630674785260,26345,289748,203409
1630674785270,26349,289810,203432
1630674785280,26358,289767,203439
1630674785290,26355,289771,203449
1630674785300,26366,289845,203480
1630674785310,26367,289821,203491
1630674785320,26377,289797,203496
1630674785330,26380,289853,203506
1630674785340,26392,289846,203509
1630674785350,26405,289896,203549
1630674785360,26417,289892,203573
1630674785370,26431,289924,203597
1630674785380,26440,289926,203609
1630674785390,26448,289925,203616
1630674785400,26446,289939,203623
1630674785410,26444,289933,203604
1630674785420,26439,289906,203621
1630674785430,26429,289880,203565
1630674785440,26431,289859,203554
1630674785450,26415,289851,203543
1630674785460,26428,289874,203529
1630674785470,26434,289870,203529
1630674785480,26431,289875,203538
1630674785490,26443,289841,203531
1630674785500,26453,289840,203564
1630674785510,26459,289899,203575
1630674785520,26455,289895,203570
1630674785530,26461,289896,203609
1630674785540,26449,289889,203598
1630674785550,26440,289899,203593
1630674785560,26434,289873,203605
1630674785570,26424,289835,203598
1630674785580,26400,289793,203598
1630674785590,26390,289817,203604
1630674785600,26375,289791,203609
1630674785610,26375,289801,203597
1630674785620,26364,289795,203591
1630674785630,26351,289776,203604
1630674785640,26337,289819,203594
1630674785650,26325,289773,203561
1630674785660,26308,289775,203558
1630674785670,26286,289754,203562
1630674785680,26290,289772,203509
1630674785690,26261,289742,203528
1630674785700,26246,289735,203505
1630674785710,26229,289722,203474
1630674785720,26221,289729,203475
1630674785730,26202,289727,203433
1630674785740,26195,289739,203422
1630674785750,26197,289705,203416
1630674785760,26194,289633,203402
1630674785770,26183,289655,203385
1630674785780,26173,289688,203352
1630674785790,26181,289679,203366
1630674785800,26172,289683,203368
1630674785810,26173,289617,203347
1630674785820,26167,289670,203341
1630674785830,26170,289657,203317
1630674785840,26162,289659,203337
1630674785850,26158,289624,203307
1630674785860,26154,289632,203290
1630674785870,26156,289666,203291
1630674785880,26150,289638,203265
1630674785890,26145,289594,203264
1630674785900,26144,289594,203229
