timestamp,gx,gy,gz
1630675482796,-0.35000000000000003,5.985,-17.657500000000002
1630675482806,-0.9975,4.567500000000001,-17.3075
1630675482815,-1.5575,3.5000000000000004,-16.975
1630675482825,-1.9775000000000003,2.345,-16.747500000000002
1630675482834,-2.7300000000000004,1.3475000000000001,-16.765
1630675482844,-3.7275000000000005,0.5075000000000001,-16.782500000000002
1630675482854,-4.6025,-0.805,-16.747500000000002
1630675482863,-4.952500000000001,-2.0825,-16.5375
1630675482873,-4.6375,-2.765,-15.785000000000002
1630675482882,-4.0075,-2.6075000000000004,-14.5775
1630675482892,-3.43,-1.9775000000000003,-13.125000000000002
1630675482902,-2.7300000000000004,-1.8900000000000001,-11.760000000000002
1630675482911,-2.2925000000000004,-1.8900000000000001,-10.6575
1630675482921,-2.415,-1.7850000000000001,-9.3625
1630675482930,-2.7125000000000004,-1.7500000000000002,-8.172500000000001
1630675482940,-3.535,-1.61,-6.8950000000000005
1630675482950,-3.8150000000000004,-2.0475000000000003,-5.32
1630675482959,-3.99,-3.2725000000000004,-4.0600000000000005
1630675482969,-4.1475,-4.41,-3.2725000000000004
1630675482978,-3.115,-4.9350000000000005,-2.1875
1630675482988,-2.24,-5.1450000000000005,-1.995
1630675482998,-1.435,-5.0575,-2.1175
1630675483007,-0.5425000000000001,-4.865,-2.3800000000000003
1630675483017,0.4025,-4.865,-2.9225000000000003
1630675483026,0.6825000000000001,-3.9375000000000004,-3.5000000000000004
1630675483036,0.1925,-2.8350000000000004,-3.9375000000000004
1630675483046,-0.5950000000000001,-2.3625000000000003,-3.8850000000000002
1630675483055,-1.5225000000000002,-2.3625000000000003,-3.6050000000000004
1630675483065,-2.45,-2.2750000000000004,-3.5000000000000004
1630675483074,-3.1850000000000005,-2.1525000000000003,-3.8325000000000005
1630675483084,-3.8850000000000002,-2.0475000000000003,-4.795000000000001
1630675483094,-4.515000000000001,-2.1175,-6.0025
1630675483103,-5.3725000000000005,-2.3275,-7.157500000000001
1630674781587,-0.052500000000000005,1.1725,0.29750000000000004
1630674781597,-0.0175,0.5425000000000001,0.47250000000000003
1630674781607,-0.052500000000000005,-0.14,0.6825000000000001
1630674781616,-0.10500000000000001,-0.7525000000000001,0.8750000000000001
1630674781626,-0.21000000000000002,-1.2950000000000002,1.0325000000000002
1630674781635,-0.3325,-1.9425000000000001,1.155
