timestamp,green,ir,red
1631118271005,74056,258221,298622
1631118271015,74054,258178,298586
1631118271025,74061,258198,298544
1631118271035,74046,258171,298577
1631118271045,74032,258146,298551
1631118271055,74044,258158,298568
1631118271065,74049,258163,298544
1631118271075,74024,258172,298551
1631118271085,74026,258149,298539
1631118271095,74015,258142,298581
1631118271105,74008,258171,298598
1631118271115,74015,258141,298580
1631118271125,74004,258151,298625
1631118271135,74010,258170,298588
1631118271145,73999,258144,298571
1631118271155,73981,258148,298580
1631118271165,73996,258145,298586
1631118271175,73991,258132,298592
1631118271185,73974,258148,298578
1631118271195,73998,258156,298610
1631118271205,73987,258139,298555
1631118271215,73995,258196,298630
1631118271225,73983,258136,298588
1631118271235,73975,258199,298631
1631118271245,73987,258166,298585
1631118271255,73985,258148,298601
1631118271265,73995,258197,298573
1631118271275,73984,258139,298608
1631118271285,73980,258153,298581
1631118271295,73983,258188,298616
1631118271305,73985,258168,298596
1631118271315,73973,258169,298589
1631118271325,73961,258138,298604
1631118271335,73966,258152,298605
1631118271345,73965,258155,298583
1631118271355,73982,258190,298580
1631118271365,73960,258150,298589
1631118271375,73971,258196,298606
1631118271385,73973,258135,298590
1631118271395,73983,258184,298590
1631118271405,73964,258184,298587
1631118271415,73974,258198,298616
1631118271425,73966,258164,298584
1631118271435,73974,258149,298590
1631118271445,73958,258169,298629
1631118271455,73964,258184,298590
1631118271465,73961,258186,298575
1631118271475,73947,258170,298594
1631118271485,73965,258171,298563
1631118271495,73949,258182,298645
1631118271505,73969,258209,298616
1631118271515,73966,258161,298599
1631118271525,73965,258207,298595
1631118271535,73951,258160,298571
1631118271545,73956,258212,298582
1631118271555,73956,258216,298594
1631118271565,73959,258200,298566
1631118271575,73957,258180,298580
1631118271585,73965,258200,298616
1631118271595,73960,258260,298572
1631118271605,73965,258223,298582
1631118271615,73957,258242,298591
1631118271625,73964,258266,298581
1631118271635,73966,258263,298617
1631118271645,73977,258240,298635
1631118271655,73973,258223,298607
1631118271665,73977,258249,298603
1631118271675,73981,258268,298627
1631118271685,73973,258275,298622
1631118271695,73975,258244,298636
1631118271705,73980,258264,298616
1631118271715,73972,258261,298596
1631118271725,73977,258250,298596
1631118271735,73972,258252,298579
1631118271745,73967,258211,298543
1631118271755,73950,258204,298536
1631118271765,73938,258187,298512
1631118271775,73927,258166,298507
1631118271785,73940,258178,298523
1631118271795,73915,258174,298503
1631118271805,73906,258170,298487
1631118271815,73911,258152,298502
1631118271825,73902,258172,298515
1631118271835,73907,258181,298501
1631118271845,73895,258193,298502
1631118271855,73899,258186,298524
1631118271865,73888,258147,298502
1631118271875,73881,258178,298505
1631118271885,73870,258148,298508
1631118271895,73871,258171,298526
1631118271905,73886,258148,298493
1631118271915,73855,258173,298506
1631118271925,73868,258193,298482
1631118271935,73849,258178,298494
1631118271945,73854,258149,298445
1631118271955,73850,258151,298513
1631118271965,73833,258173,298424
1631118271975,73835,258189,298437
1631118271985,73820,258130,298427
1631118271995,73826,258175,298408
1631118272005,73822,258133,298408
1631118272015,73807,258114,298345
1631118272025,73813,258106,298394
