timestamp,ax,ay,az
1631118993676,-0.010735999999999999,0.43066,0.8973099999999999
1631118993686,-0.010858,0.433344,0.896639
1631118993695,-0.009516,0.431209,0.8994449999999999
1631118993705,-0.0075639999999999995,0.429989,0.900909
1631118993715,-0.006161,0.426207,0.901641
1631118993724,-0.004331,0.423218,0.903227
1631118993734,-0.002257,0.420168,0.9058499999999999
1631118993743,0.0006709999999999999,0.417606,0.9070699999999999
1631118993753,0.002562,0.41297,0.905118
1631118993763,0.001586,0.409981,0.9021899999999999
1631118993772,0.000366,0.40992,0.9015799999999999
1631118993782,0.00042699999999999997,0.410469,0.901031
1631118993791,-0.000366,0.41290899999999997,0.901946
1631118993801,0.000183,0.414312,0.901702
1631118993811,0.00061,0.41534899999999997,0.901214
1631118993820,0.0023179999999999997,0.41443399999999997,0.902434
1631118993830,0.0028669999999999998,0.412421,0.903837
1631118993839,0.00488,0.410103,0.907131
1631118993849,0.00549,0.409005,0.909937
1631118993859,0.0075639999999999995,0.409432,0.913719
1631118993868,0.009333,0.406626,0.916098
1631118993878,0.010369999999999999,0.40272199999999997,0.917196
1631118993887,0.011041,0.398574,0.9192089999999999
1631118993897,0.010614,0.393938,0.9211
1631118993907,0.010369999999999999,0.389729,0.923296
1631118993916,0.008845,0.389363,0.923357
1631118993926,0.007625,0.38674,0.921771
1631118993935,0.006039,0.392474,0.924272
1631118993945,0.007808,0.398696,0.923113
1631118993955,0.006222,0.404064,0.920063
1631118993964,0.002989,0.406565,0.918782
1631118993974,0.002562,0.40821199999999996,0.917135
1631118271004,-0.10577399999999999,0.65453,0.7397469999999999
1631118271014,-0.104188,0.656604,0.7385269999999999
1631118271024,-0.1037,0.658251,0.73688
1631118271033,-0.102541,0.659227,0.7357819999999999
1631118271043,-0.10309,0.660081,0.732671
1631118271052,-0.10345599999999999,0.661606,0.73078
1631118271062,-0.1037,0.662826,0.730536
1631118271072,-0.103944,0.6652049999999999,0.72956
1631118271081,-0.102724,0.668377,0.729621
1631118271091,-0.10187,0.669353,0.72834
1631118271100,-0.10144299999999999,0.671305,0.728218
1631118271110,-0.100101,0.673806,0.72834
1631118271120,-0.099674,0.673806,0.7272419999999999
1631118271129,-0.100345,0.675087,0.725107
